"","gene","cluster_id","sc_122.cpm","sc_126.cpm","sc_123.cpm","sc_127.cpm","sc_122.frq","sc_126.frq","sc_123.frq","sc_127.frq","WT.frq","gtl1.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"6677","AT1G16370","Transition Domain_Atrichoblast",22.2,26.6,44.7,39.1,0.303,0.451,0.434,0.368,0.359,0.405,0.792,5.05,20.8,5.15e-06,0.000445,1,"gtl1-WT","OCT6",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6678","AT1G17300","Transition Domain_Atrichoblast",6.67,5.03,20.5,19.7,0.102,0.12,0.205,0.15,0.109,0.181,1.77,3.69,55.9,7.94e-14,4.03e-11,4.18e-08,"gtl1-WT","AT1G17300",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6679","AT1G18740","Transition Domain_Atrichoblast",32.9,23.3,38.7,50.4,0.319,0.304,0.377,0.415,0.314,0.394,0.649,5.18,14.5,0.000139,0.00716,1,"gtl1-WT","AT1G18740",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6680","AT1G19380","Transition Domain_Atrichoblast",45.2,55.9,33.8,32.7,0.434,0.549,0.34,0.269,0.477,0.309,-0.588,5.41,12.6,0.000385,0.0161,1,"gtl1-WT","AT1G19380",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6681","AT1G19450","Transition Domain_Atrichoblast",7.17,4.43,11,14.4,0.0855,0.0978,0.135,0.115,0.0902,0.126,1.09,3.22,18,2.2e-05,0.00157,1,"gtl1-WT","AT1G19450",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6682","AT1G20440","Transition Domain_Atrichoblast",1130,1700,924,734,0.997,1,0.99,0.991,0.998,0.991,-0.748,10.1,66.9,3.07e-16,2.17e-13,1.62e-10,"gtl1-WT","COR47",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6683","AT1G20450","Transition Domain_Atrichoblast",996,1370,867,653,0.993,1,0.99,0.983,0.996,0.987,-0.634,9.93,46.4,1e-11,3.6e-09,5.27e-06,"gtl1-WT","ERD10",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6684","AT1G21010","Transition Domain_Atrichoblast",104,93.8,76.2,44.6,0.586,0.56,0.428,0.346,0.576,0.392,-0.736,6.34,25.8,3.83e-07,4.41e-05,0.201,"gtl1-WT","AT1G21010",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6685","AT1G21310","Transition Domain_Atrichoblast",109,83.5,232,210,0.566,0.625,0.714,0.671,0.588,0.695,1.21,7.31,91.8,1.08e-21,1.94e-18,5.7e-16,"gtl1-WT","EXT3",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6686","AT1G21440","Transition Domain_Atrichoblast",14.2,11.1,7.16,6.93,0.207,0.196,0.0875,0.094,0.203,0.0904,-0.849,3.39,11.5,0.000708,0.0262,1,"gtl1-WT","AT1G21440",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6687","AT1G22550","Transition Domain_Atrichoblast",29.2,49.3,51.3,72.3,0.414,0.647,0.505,0.564,0.502,0.531,0.679,5.65,18.3,1.88e-05,0.00139,1,"gtl1-WT","NPF5.16",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6688","AT1G22882","Transition Domain_Atrichoblast",12.7,20.9,26.1,23.8,0.22,0.386,0.3,0.274,0.283,0.288,0.619,4.39,10.2,0.00139,0.044,1,"gtl1-WT","SUN3",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6689","AT1G23720","Transition Domain_Atrichoblast",68.4,109,195,184,0.431,0.565,0.667,0.684,0.482,0.674,1.13,7.12,75.1,4.77e-18,4.71e-15,2.51e-12,"gtl1-WT","AT1G23720",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6690","AT1G27030","Transition Domain_Atrichoblast",6.84,3.22,10.8,10.5,0.0954,0.0707,0.125,0.124,0.0861,0.124,1.07,3.02,15.2,9.62e-05,0.00547,1,"gtl1-WT","AT1G27030",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6691","AT1G27140","Transition Domain_Atrichoblast",12.7,7.85,21.5,17.7,0.194,0.179,0.316,0.222,0.189,0.275,0.934,3.93,18.7,1.54e-05,0.00117,1,"gtl1-WT","GSTU14",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6692","AT1G27740","Transition Domain_Atrichoblast",3,3.62,7.93,6.38,0.0592,0.0924,0.125,0.094,0.0717,0.111,1.13,2.46,11.9,0.000567,0.022,1,"gtl1-WT","BHLH54","RSL4","root hair defective 6-like 4","Up","Transition Domain_Atrichoblast_Up"
"6693","AT1G27950","Transition Domain_Atrichoblast",58.9,91.6,25.9,24.7,0.51,0.587,0.236,0.248,0.539,0.241,-1.52,5.68,84.9,3.41e-20,4.81e-17,1.8e-14,"gtl1-WT","LTPG1",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6694","AT1G28150","Transition Domain_Atrichoblast",12.2,12.9,24.4,17.7,0.191,0.25,0.232,0.175,0.213,0.207,0.756,4.09,13.4,0.000255,0.0116,1,"gtl1-WT","AT1G28150",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6695","AT1G28330","Transition Domain_Atrichoblast",18.8,26,35.2,37.7,0.204,0.293,0.29,0.286,0.238,0.288,0.721,4.88,16.4,5.04e-05,0.00319,1,"gtl1-WT","DRM1",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6696","AT1G30870","Transition Domain_Atrichoblast",6.17,6.64,15.7,23,0.0789,0.12,0.178,0.192,0.0943,0.185,1.56,3.66,44.2,3.05e-11,9.42e-09,1.61e-05,"gtl1-WT","PER7",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6697","AT1G31772","Transition Domain_Atrichoblast",8.84,7.44,18.4,14.1,0.122,0.141,0.175,0.158,0.129,0.168,0.997,3.64,18.5,1.67e-05,0.00125,1,"gtl1-WT","AT1G31772",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6698","AT1G32010","Transition Domain_Atrichoblast",0,0,68.7,0,0,0,0.562,0,0,0.315,10.5,4.18,297,4.03e-66,7.96e-62,2.12e-60,"gtl1-WT","AT1G32010",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6699","AT1G32560","Transition Domain_Atrichoblast",10.7,11.5,5.8,5.54,0.161,0.185,0.0774,0.0769,0.17,0.0772,-0.953,3.17,12.6,0.00038,0.016,1,"gtl1-WT","LEA6",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6700","AT1G33110","Transition Domain_Atrichoblast",12,14.7,6.58,7.48,0.178,0.223,0.101,0.0897,0.195,0.096,-0.916,3.43,13.6,0.000228,0.0106,1,"gtl1-WT","DTX21",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6701","AT1G33240","Transition Domain_Atrichoblast",70,85.9,39.7,42.7,0.638,0.728,0.333,0.389,0.672,0.358,-0.912,5.92,35,3.31e-09,5.69e-07,0.00174,"gtl1-WT","AT-GTL1","GTL1","GT-2-like 1","Down","Transition Domain_Atrichoblast_Down"
"6702","AT1G33250","Transition Domain_Atrichoblast",11.5,11.3,6.58,6.1,0.204,0.217,0.0976,0.0855,0.209,0.0923,-0.84,3.24,10.4,0.00127,0.0407,1,"gtl1-WT","AT1G33250",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6703","AT1G33612","Transition Domain_Atrichoblast",15.5,20.5,27.9,32.4,0.224,0.299,0.276,0.291,0.252,0.282,0.752,4.59,16.3,5.44e-05,0.00339,1,"gtl1-WT","AT1G33612",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6704","AT1G35320","Transition Domain_Atrichoblast",22.5,18.7,36,32.2,0.293,0.261,0.29,0.265,0.281,0.279,0.724,4.78,16,6.3e-05,0.00384,1,"gtl1-WT","AT1G35320",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6705","AT1G47510","Transition Domain_Atrichoblast",9.5,12.9,28,23.8,0.132,0.179,0.199,0.171,0.15,0.186,1.23,4.22,36.6,1.48e-09,2.75e-07,0.000776,"gtl1-WT","IP5P11",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6706","AT1G47600","Transition Domain_Atrichoblast",45.5,92,44.5,13.3,0.174,0.152,0.148,0.141,0.166,0.145,-1.21,5.64,50.6,1.17e-12,5.03e-10,6.16e-07,"gtl1-WT","TGG4",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6707","AT1G49500","Transition Domain_Atrichoblast",15.8,13.9,23.6,25.8,0.214,0.212,0.232,0.248,0.213,0.239,0.722,4.31,13.5,0.000239,0.011,1,"gtl1-WT","AT1G49500",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6708","AT1G51470","Transition Domain_Atrichoblast",27.8,69,32.3,7.48,0.0954,0.158,0.0976,0.0983,0.119,0.0979,-1.17,5.14,40.4,2.15e-10,5.46e-08,0.000113,"gtl1-WT","TGG5",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6709","AT1G52710","Transition Domain_Atrichoblast",19,18.1,12,8.87,0.247,0.255,0.155,0.111,0.25,0.136,-0.821,3.93,14.1,0.000174,0.00856,1,"gtl1-WT","AT1G52710",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6710","AT1G52760","Transition Domain_Atrichoblast",22.5,18.3,30.8,33.5,0.28,0.37,0.3,0.325,0.314,0.311,0.647,4.72,12.6,0.000386,0.0161,1,"gtl1-WT","CSE",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6711","AT1G53430","Transition Domain_Atrichoblast",8.5,9.26,19.5,23,0.158,0.212,0.273,0.252,0.178,0.264,1.25,3.91,33,9.4e-09,1.48e-06,0.00494,"gtl1-WT","AT1G53430",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6712","AT1G53633","Transition Domain_Atrichoblast",28.3,35,27.7,13.9,0.316,0.31,0.205,0.141,0.314,0.177,-0.6,4.76,10.6,0.00115,0.0375,1,"gtl1-WT","AT1G53633",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6713","AT1G55210","Transition Domain_Atrichoblast",49.9,14.1,77.4,29.1,0.283,0.212,0.269,0.244,0.256,0.258,0.791,5.44,21.5,3.47e-06,0.000318,1,"gtl1-WT","DIR20",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6714","AT1G55330","Transition Domain_Atrichoblast",22,8.05,45.5,21.3,0.207,0.163,0.29,0.218,0.191,0.258,1.18,4.63,37.4,9.86e-10,1.93e-07,0.000518,"gtl1-WT","AGP21",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6715","AT1G56630","Transition Domain_Atrichoblast",73.9,105,139,171,0.661,0.842,0.747,0.808,0.73,0.774,0.808,6.93,37.7,8.6e-10,1.73e-07,0.000452,"gtl1-WT","AT1G56630",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6716","AT1G60190","Transition Domain_Atrichoblast",46.2,61.8,38.7,26.1,0.464,0.571,0.35,0.269,0.504,0.315,-0.716,5.46,18.6,1.66e-05,0.00124,1,"gtl1-WT","PUB19",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6717","AT1G60660","Transition Domain_Atrichoblast",20.2,21.3,32.9,32.4,0.28,0.299,0.367,0.355,0.287,0.362,0.656,4.75,13.1,0.000296,0.013,1,"gtl1-WT","CB5LP",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6718","AT1G61740","Transition Domain_Atrichoblast",64.2,109,112,197,0.618,0.788,0.66,0.799,0.682,0.721,0.829,6.9,39.1,4.07e-10,8.89e-08,0.000214,"gtl1-WT","AT1G61740",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6719","AT1G62422","Transition Domain_Atrichoblast",25,25.4,44.5,32.4,0.312,0.353,0.357,0.295,0.328,0.33,0.61,5.01,12.2,0.000484,0.0194,1,"gtl1-WT","AT1G62422",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6720","AT1G62810","Transition Domain_Atrichoblast",23.5,27.2,32.9,43.8,0.336,0.37,0.337,0.376,0.348,0.354,0.585,4.99,11.3,0.000797,0.0285,1,"gtl1-WT","AT1G62810",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6721","AT1G62980","Transition Domain_Atrichoblast",4.84,5.43,10.3,14.1,0.0855,0.13,0.141,0.154,0.102,0.147,1.23,3.12,21.1,4.42e-06,0.000387,1,"gtl1-WT","EXPA18",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6722","AT1G65481","Transition Domain_Atrichoblast",5.17,3.02,9.28,8.04,0.0822,0.0761,0.114,0.0983,0.0799,0.107,1.07,2.74,12.7,0.000376,0.0159,1,"gtl1-WT","AT1G65481",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6723","AT1G65845","Transition Domain_Atrichoblast",95.9,122,216,184,0.664,0.734,0.707,0.739,0.691,0.721,0.888,7.27,49.3,2.31e-12,9.73e-10,1.22e-06,"gtl1-WT","AT1G65845",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6724","AT1G66200","Transition Domain_Atrichoblast",34,34.8,96.5,117,0.365,0.364,0.572,0.671,0.365,0.616,1.63,6.13,115,9.41e-27,3.1e-23,4.96e-21,"gtl1-WT","ATGSR2",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6725","AT1G66270","Transition Domain_Atrichoblast",581,796,834,1370,0.967,0.962,0.949,0.966,0.965,0.957,0.65,9.8,48.4,3.58e-12,1.41e-09,1.88e-06,"gtl1-WT","BGLU21",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6726","AT1G67750","Transition Domain_Atrichoblast",42.7,50.5,23.8,36,0.497,0.62,0.296,0.355,0.543,0.322,-0.664,5.28,15.4,8.74e-05,0.00508,1,"gtl1-WT","AT1G67750",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6727","AT1G68390","Transition Domain_Atrichoblast",14,18.3,8.32,8.87,0.197,0.239,0.0909,0.0855,0.213,0.0885,-0.89,3.7,14.7,0.000125,0.0066,1,"gtl1-WT","AT1G68390",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6728","AT1G69930","Transition Domain_Atrichoblast",102,110,69.4,43.5,0.474,0.484,0.296,0.235,0.477,0.269,-0.919,6.36,40.1,2.41e-10,5.95e-08,0.000127,"gtl1-WT","GSTU11",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6729","AT1G70420","Transition Domain_Atrichoblast",28,27.8,19.3,12.8,0.326,0.359,0.182,0.132,0.338,0.16,-0.789,4.51,16.8,4.27e-05,0.00277,1,"gtl1-WT","AT1G70420",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6730","AT1G70550","Transition Domain_Atrichoblast",4.17,5.84,9.09,14.1,0.0757,0.136,0.114,0.188,0.0984,0.147,1.2,3.05,19.4,1.09e-05,0.000842,1,"gtl1-WT","AT1G70550",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6731","AT1G71500","Transition Domain_Atrichoblast",20,17.5,14.1,8.32,0.276,0.255,0.178,0.0812,0.268,0.136,-0.736,3.98,11.6,0.000647,0.0244,1,"gtl1-WT","AT1G71500",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6732","AT1G73280","Transition Domain_Atrichoblast",16.8,26,31.9,42.7,0.263,0.467,0.364,0.419,0.34,0.388,0.817,4.86,20.9,4.89e-06,0.000424,1,"gtl1-WT","SCPL3",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6733","AT1G73480","Transition Domain_Atrichoblast",17,31.4,40.2,45.7,0.247,0.451,0.37,0.41,0.324,0.388,0.883,5.06,25.7,4.08e-07,4.66e-05,0.214,"gtl1-WT","AT1G73480",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6734","AT1G75600","Transition Domain_Atrichoblast",13.8,16.1,11.6,3.6,0.125,0.179,0.108,0.0427,0.145,0.0791,-0.946,3.6,15.5,8.08e-05,0.00471,1,"gtl1-WT","AT1G75600",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6735","AT1G76160","Transition Domain_Atrichoblast",108,145,67.1,69.3,0.688,0.81,0.522,0.466,0.734,0.497,-0.872,6.62,39.5,3.42e-10,7.76e-08,0.00018,"gtl1-WT","sks5",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6736","AT1G76500","Transition Domain_Atrichoblast",10.7,8.85,4.45,5.82,0.125,0.13,0.0572,0.0812,0.127,0.0678,-0.955,3.01,11.4,0.000721,0.0265,1,"gtl1-WT","AHL29",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6737","AT1G76520","Transition Domain_Atrichoblast",43.5,54.3,70.6,77.1,0.467,0.641,0.535,0.56,0.533,0.546,0.602,5.94,15.8,6.89e-05,0.00413,1,"gtl1-WT","PILS3",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6738","AT1G76790","Transition Domain_Atrichoblast",119,125,196,251,0.609,0.609,0.596,0.645,0.609,0.618,0.863,7.43,48.9,2.81e-12,1.13e-09,1.48e-06,"gtl1-WT","IGMT5",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6739","AT1G76878","Transition Domain_Atrichoblast",2.17,3.02,8.32,6.38,0.0395,0.0815,0.114,0.094,0.0553,0.105,1.53,2.38,19.8,8.5e-06,0.000678,1,"gtl1-WT","AT1G76878",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6740","AT1G76890","Transition Domain_Atrichoblast",8.5,11.9,24.6,19.1,0.135,0.207,0.256,0.209,0.162,0.235,1.13,4.01,28,1.21e-07,1.54e-05,0.0634,"gtl1-WT","GT-2","GT2","Duplicated homeodomain-like superfamily protein","Up","Transition Domain_Atrichoblast_Up"
"6741","AT1G76980","Transition Domain_Atrichoblast",121,122,93.4,57.7,0.622,0.598,0.498,0.44,0.613,0.473,-0.704,6.64,25.8,3.78e-07,4.36e-05,0.198,"gtl1-WT","AT1G76980",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6742","AT5G01100","Transition Domain_Atrichoblast",99.7,143,83.4,68.7,0.612,0.658,0.488,0.427,0.629,0.461,-0.649,6.64,22,2.68e-06,0.000251,1,"gtl1-WT","FRB1",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6743","AT5G01490","Transition Domain_Atrichoblast",8.5,11.5,16.8,18.8,0.158,0.245,0.209,0.235,0.191,0.22,0.851,3.8,14.9,0.000115,0.0062,1,"gtl1-WT","CAX4",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6744","AT5G02550","Transition Domain_Atrichoblast",85,76.9,170,170,0.549,0.527,0.589,0.581,0.541,0.586,1.07,6.97,65.8,5.38e-16,3.66e-13,2.83e-10,"gtl1-WT","AT5G02550",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6745","AT5G04120","Transition Domain_Atrichoblast",443,459,110,120,0.743,0.777,0.468,0.462,0.756,0.465,-1.97,8.15,285,2.03e-63,1.34e-59,1.07e-57,"gtl1-WT","IPSP",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6746","AT5G04330","Transition Domain_Atrichoblast",4.17,5.63,9.28,8.87,0.0757,0.141,0.114,0.111,0.1,0.113,0.91,2.85,9.96,0.00161,0.0492,1,"gtl1-WT","CYP84A4",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6747","AT5G04600","Transition Domain_Atrichoblast",5.34,4.83,10.6,8.32,0.0822,0.0924,0.141,0.107,0.0861,0.126,0.9,2.92,10.2,0.00142,0.0449,1,"gtl1-WT","AT5G04600",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6748","AT5G05500","Transition Domain_Atrichoblast",6,4.83,17,17.7,0.0855,0.109,0.232,0.175,0.0943,0.207,1.67,3.51,46.1,1.17e-11,4e-09,6.18e-06,"gtl1-WT","AT5G05500",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6749","AT5G06760","Transition Domain_Atrichoblast",20.7,27.6,12.6,6.65,0.23,0.304,0.145,0.0726,0.258,0.113,-1.27,4.15,35.5,2.55e-09,4.54e-07,0.00134,"gtl1-WT","LEA46",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6750","AT5G07010","Transition Domain_Atrichoblast",21.5,25.6,15.9,12.8,0.22,0.217,0.148,0.124,0.219,0.137,-0.695,4.29,12,0.000522,0.0205,1,"gtl1-WT","SOT15",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6751","AT5G08240","Transition Domain_Atrichoblast",7.17,8.25,16.2,13.9,0.102,0.168,0.199,0.201,0.127,0.2,0.977,3.53,17,3.66e-05,0.00245,1,"gtl1-WT","AT5G08240",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6752","AT5G09570","Transition Domain_Atrichoblast",21.2,2.21,14.3,45.7,0.112,0.0543,0.0741,0.137,0.0902,0.102,1.27,4.34,36.8,1.36e-09,2.58e-07,0.000714,"gtl1-WT","AT5G09570",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6753","AT5G11880","Transition Domain_Atrichoblast",22.2,16.3,12.6,11.1,0.309,0.304,0.158,0.141,0.307,0.151,-0.704,4.02,10.9,0.000963,0.033,1,"gtl1-WT","LYSA2",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6754","AT5G11950","Transition Domain_Atrichoblast",13.3,12.5,23.4,25.2,0.201,0.255,0.242,0.248,0.221,0.245,0.906,4.22,20.3,6.7e-06,0.00055,1,"gtl1-WT","LOG8",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6755","AT5G12050","Transition Domain_Atrichoblast",10.2,11.9,18.8,17.2,0.184,0.261,0.249,0.235,0.213,0.243,0.717,3.88,11,0.000911,0.0319,1,"gtl1-WT","AT5G12050",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6756","AT5G13210","Transition Domain_Atrichoblast",19.2,16.7,30.9,38.5,0.194,0.179,0.263,0.214,0.189,0.241,0.935,4.71,25.9,3.55e-07,4.15e-05,0.186,"gtl1-WT","AT5G13210",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6757","AT5G13870","Transition Domain_Atrichoblast",101,94.4,56.7,64.3,0.431,0.462,0.283,0.321,0.443,0.299,-0.697,6.32,23.4,1.33e-06,0.000134,0.697,"gtl1-WT","XTH5",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6758","AT5G14360","Transition Domain_Atrichoblast",67.9,198,77.6,67.6,0.467,0.598,0.431,0.346,0.516,0.394,-0.68,6.69,23.3,1.41e-06,0.000141,0.736,"gtl1-WT","AT5G14360",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6759","AT5G15130","Transition Domain_Atrichoblast",2.67,6.44,9.09,8.04,0.0461,0.136,0.135,0.111,0.0799,0.124,1,2.76,11.3,0.000772,0.0278,1,"gtl1-WT","WRKY72","WRKY72","WRKY DNA-binding protein 72","Up","Transition Domain_Atrichoblast_Up"
"6760","AT5G15180","Transition Domain_Atrichoblast",7.67,5.43,18.2,13,0.0822,0.0924,0.128,0.124,0.0861,0.126,1.25,3.5,26.6,2.57e-07,3.07e-05,0.134,"gtl1-WT","PER56",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6761","AT5G15190","Transition Domain_Atrichoblast",34.2,33.4,23.6,21.3,0.339,0.364,0.236,0.231,0.348,0.234,-0.586,4.85,10.6,0.00115,0.0375,1,"gtl1-WT","AT5G15190",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6762","AT5G15230","Transition Domain_Atrichoblast",5350,5120,3360,3160,1,0.989,0.98,0.987,0.996,0.983,-0.684,12.1,86,1.99e-20,3.02e-17,1.05e-14,"gtl1-WT","GASA4",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6763","AT5G15960","Transition Domain_Atrichoblast",25.5,25.4,18,12.8,0.201,0.19,0.101,0.0855,0.197,0.0942,-0.717,4.41,13.4,0.000258,0.0117,1,"gtl1-WT","KIN1",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6764","AT5G15970","Transition Domain_Atrichoblast",292,333,169,135,0.865,0.793,0.653,0.607,0.838,0.633,-1.04,7.87,78.5,8.57e-19,9.4e-16,4.51e-13,"gtl1-WT","KIN2",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6765","AT5G17310","Transition Domain_Atrichoblast",44.4,38.4,27.9,22.7,0.451,0.408,0.283,0.209,0.434,0.25,-0.71,5.1,16.6,4.66e-05,0.00299,1,"gtl1-WT","UGP1",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6766","AT5G17350","Transition Domain_Atrichoblast",22,17.9,14.1,6.93,0.276,0.245,0.168,0.0855,0.264,0.132,-0.923,4.01,18.2,2.03e-05,0.00148,1,"gtl1-WT","AT5G17350",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6767","AT5G20230","Transition Domain_Atrichoblast",36,27.4,97.5,33.5,0.224,0.109,0.259,0.231,0.18,0.247,0.941,5.62,32.6,1.16e-08,1.79e-06,0.00611,"gtl1-WT","BCB",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6768","AT5G20710","Transition Domain_Atrichoblast",2.17,4.63,7.74,11.4,0.0329,0.0924,0.108,0.12,0.0553,0.113,1.53,2.69,24.3,8.34e-07,8.9e-05,0.437,"gtl1-WT","BGAL7",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6769","AT5G21280","Transition Domain_Atrichoblast",48.4,64.6,36.2,31,0.454,0.489,0.313,0.303,0.467,0.309,-0.723,5.52,19.5,1.03e-05,0.000805,1,"gtl1-WT","AT5G21280",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6770","AT5G23530","Transition Domain_Atrichoblast",3.5,5.03,9.09,8.32,0.0526,0.0761,0.0976,0.111,0.0615,0.104,1.06,2.74,12.5,0.000405,0.0168,1,"gtl1-WT","CXE18",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6771","AT5G24100","Transition Domain_Atrichoblast",24.2,38,39.7,52.4,0.349,0.554,0.407,0.504,0.426,0.45,0.585,5.26,12.2,0.000492,0.0197,1,"gtl1-WT","AT5G24100",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6772","AT5G24640","Transition Domain_Atrichoblast",18.3,3.42,25.1,14.1,0.138,0.0707,0.172,0.107,0.113,0.143,0.947,3.99,18.6,1.59e-05,0.0012,1,"gtl1-WT","AT5G24640",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6773","AT5G26230","Transition Domain_Atrichoblast",26.2,22.3,13,17.5,0.342,0.364,0.172,0.188,0.35,0.179,-0.699,4.35,12.4,0.000422,0.0174,1,"gtl1-WT","MAKR1",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6774","AT5G26270","Transition Domain_Atrichoblast",18,16.3,31.9,36.6,0.168,0.196,0.239,0.222,0.178,0.232,0.986,4.68,28.5,9.49e-08,1.24e-05,0.0498,"gtl1-WT","AT5G26270",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6775","AT5G36250","Transition Domain_Atrichoblast",51.9,43.3,30.9,24.9,0.434,0.37,0.269,0.248,0.41,0.26,-0.767,5.27,20.3,6.71e-06,0.00055,1,"gtl1-WT","AT5G36250",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
"6776","AT5G38005","Transition Domain_Atrichoblast",5.67,5.84,11.2,10.3,0.0724,0.0707,0.111,0.124,0.0717,0.117,0.903,3.08,11.4,0.000721,0.0265,1,"gtl1-WT","AT5G38005",NA,NA,"Up","Transition Domain_Atrichoblast_Up"
"6777","AT5G38200","Transition Domain_Atrichoblast",201,244,136,131,0.724,0.745,0.556,0.509,0.732,0.535,-0.73,7.48,35.5,2.66e-09,4.65e-07,0.0014,"gtl1-WT","AT5G38200",NA,NA,"Down","Transition Domain_Atrichoblast_Down"
