"","gene","cluster_id","sc_2.cpm","sc_43.cpm","sc_50.cpm","sc_5.cpm","sc_46.cpm","sc_49.cpm","sc_2.frq","sc_43.frq","sc_50.frq","sc_5.frq","sc_46.frq","sc_49.frq","BRZ.frq","BL.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"2095","AT4G22212","all",99.9,185,248,216,332,390,0.174,0.33,0.348,0.281,0.475,0.463,0.28,0.386,0.863,7.94,33.4,0.000375,0.00698,1,"BL-BRZ","AT4G22212",NA,NA,"Up","all_Up"
"2096","AT4G22214","all",106,82.6,110,42.7,43.4,31.8,0.116,0.11,0.133,0.0767,0.065,0.0658,0.118,0.0703,-1.34,6.12,76.3,1.95e-05,0.00121,0.454,"BL-BRZ","AT4G22214",NA,NA,"Down","all_Down"
"2097","AT4G22217","all",97.2,58.7,68.6,21,16.1,18.7,0.109,0.0958,0.114,0.0622,0.0502,0.0589,0.105,0.0577,-1.99,5.55,254,1.81e-07,0.000111,0.00429,"BL-BRZ","AT4G22217",NA,NA,"Down","all_Down"
"2098","AT4G22305","all",2.57,4,4.68,4.65,6.99,7.17,0.0304,0.0414,0.0513,0.0419,0.0762,0.0748,0.0399,0.0608,0.756,2.33,33.2,0.000381,0.00705,1,"BL-BRZ","SOBER1",NA,NA,"Up","all_Up"
"2099","AT4G22640","all",7.84,8.02,15.4,20.9,24.7,31.1,0.0427,0.0403,0.0653,0.0682,0.0717,0.0709,0.0471,0.07,1.31,4.17,34,0.000351,0.00671,1,"BL-BRZ","AT4G22640",NA,NA,"Up","all_Up"
"2100","AT4G22710","all",1.9,3.58,3.15,9.51,8.42,14.6,0.0112,0.0208,0.0226,0.0361,0.0409,0.0481,0.0179,0.0406,1.95,2.78,72.9,2.31e-05,0.00135,0.537,"BL-BRZ","CYP706A2",NA,NA,"Up","all_Up"
"2101","AT4G22770","all",5.77,6.83,5.76,10.7,9.4,11.4,0.0441,0.0532,0.0598,0.0689,0.0857,0.0887,0.0516,0.0791,0.779,3.06,33.1,0.000386,0.00711,1,"BL-BRZ","AHL2",NA,NA,"Up","all_Up"
"2102","AT4G22780","all",6.3,7.82,9.2,10.5,12.8,16.2,0.0426,0.0467,0.06,0.0646,0.0927,0.102,0.0484,0.0827,0.759,3.39,32.3,0.000421,0.0075,1,"BL-BRZ","ACR7",NA,NA,"Up","all_Up"
"2103","AT4G22900","all",0.296,1.03,0.982,0.904,2.54,2.96,0.0028,0.00902,0.00924,0.00766,0.0228,0.0259,0.00689,0.0169,1.49,0.554,70.9,2.56e-05,0.00144,0.596,"BL-BRZ","AT4G22900",NA,NA,"Up","all_Up"
"2104","AT4G22920","all",3.73,2.28,4.93,2.02,1.16,1.89,0.0288,0.0131,0.0395,0.0147,0.0114,0.014,0.0248,0.0135,-1.12,1.42,13.3,0.00628,0.0423,1,"BL-BRZ","SGR1",NA,NA,"Down","all_Down"
"2105","AT4G23020","all",6.51,9.79,9.61,0.963,2.19,1.95,0.0567,0.0743,0.079,0.00899,0.0242,0.0192,0.0692,0.0163,-2.39,2.38,228,2.8e-07,0.000133,0.00662,"BL-BRZ","AT4G23020",NA,NA,"Down","all_Down"
"2106","AT4G23070","all",1.54,1.04,1.86,3,3.07,3.71,0.0178,0.0118,0.0248,0.0278,0.0374,0.0415,0.017,0.0342,1.14,1.25,24.9,0.000989,0.0128,1,"BL-BRZ","RBL7",NA,NA,"Up","all_Up"
"2107","AT4G23410","all",3.41,5.47,5.82,8.51,7.56,9.14,0.0138,0.0198,0.0263,0.0234,0.0241,0.0289,0.0193,0.025,0.813,2.74,20.5,0.0018,0.0187,1,"BL-BRZ","TET5",NA,NA,"Up","all_Up"
"2108","AT4G23430","all",23.4,29.8,37.5,14.3,19.2,19.1,0.208,0.202,0.258,0.119,0.179,0.172,0.217,0.151,-0.777,4.58,48.4,0.000103,0.00327,1,"BL-BRZ","TIC32",NA,NA,"Down","all_Down"
"2109","AT4G23515","all",5.81,11.2,11.9,4.13,6.86,5.54,0.0503,0.0731,0.0735,0.0331,0.0593,0.0451,0.0652,0.0442,-0.764,2.92,27.6,0.000706,0.0105,1,"BL-BRZ","AT4G23515",NA,NA,"Down","all_Down"
"2110","AT4G23670","all",13,20.3,21.7,5.52,4.22,7.62,0.0397,0.034,0.0429,0.0219,0.0148,0.0223,0.0381,0.0198,-1.63,3.59,52.9,7.51e-05,0.00271,1,"BL-BRZ","AT4G23670",NA,NA,"Down","all_Down"
"2111","AT4G23750","all",35.7,49.9,36.8,23.1,25.9,21.8,0.192,0.21,0.182,0.125,0.147,0.114,0.197,0.129,-0.784,5.01,32.4,0.000413,0.00742,1,"BL-BRZ","CRF2","CRF2","cytokinin response factor 2","Down","all_Down"
"2112","AT4G23870","all",7.92,5.99,7.4,20.5,18.6,25.1,0.0562,0.0429,0.0592,0.12,0.118,0.132,0.0514,0.122,1.59,3.83,103,6.32e-06,0.000657,0.148,"BL-BRZ","AT4G23870",NA,NA,"Up","all_Up"
"2113","AT4G24010","all",0.0691,0.103,0.0693,0.187,0.285,0.535,0.000799,0.00124,0.000983,0.00184,0.00351,0.00497,0.00102,0.00314,1.98,-2.15,20.6,0.00177,0.0185,1,"BL-BRZ","CSLG1",NA,NA,"Up","all_Up"
"2114","AT4G24040","all",6.53,4.22,4.22,3.02,2.38,2.71,0.069,0.0414,0.047,0.0269,0.027,0.0302,0.0523,0.0277,-0.859,1.95,34.1,0.000348,0.00668,1,"BL-BRZ","TRE1",NA,NA,"Down","all_Down"
"2115","AT4G24060","all",23.2,22.1,27.7,37.7,37.6,40.4,0.103,0.115,0.128,0.143,0.174,0.18,0.114,0.162,0.664,4.98,37.2,0.00026,0.00562,1,"BL-BRZ","DOF4.6","AT4G24060","Dof-type zinc finger DNA-binding family protein","Up","all_Up"
"2116","AT4G24090","all",1.71,1.93,1.52,2.52,2.77,2.86,0.0198,0.0233,0.023,0.0241,0.0381,0.0376,0.022,0.0318,0.652,1.16,16.6,0.00338,0.0282,1,"BL-BRZ","AT4G24090",NA,NA,"Up","all_Up"
"2117","AT4G24180","all",4.36,2.96,2.75,6.06,5.72,7.1,0.0269,0.0246,0.0234,0.0345,0.0466,0.0534,0.0251,0.043,0.933,2.28,26.6,0.000794,0.0113,1,"BL-BRZ","TLP1",NA,NA,"Up","all_Up"
"2118","AT4G24230","all",20.5,13.5,12.9,38.6,19.5,22.5,0.12,0.082,0.0948,0.203,0.134,0.143,0.0983,0.166,0.752,4.41,50,9.18e-05,0.00304,1,"BL-BRZ","ACBP3",NA,NA,"Up","all_Up"
"2119","AT4G24310","all",22.7,12.5,19.8,32.8,31.5,38.3,0.173,0.101,0.173,0.208,0.191,0.215,0.144,0.205,0.919,4.72,22.1,0.00143,0.016,1,"BL-BRZ","DMP3",NA,NA,"Up","all_Up"
"2120","AT4G24420","all",0.839,1.42,1.28,1.65,2.38,1.81,0.0103,0.015,0.0167,0.0153,0.0288,0.0222,0.0137,0.0212,0.744,0.666,15.5,0.00407,0.0318,1,"BL-BRZ","AT4G24420",NA,NA,"Up","all_Up"
"2121","AT4G24480","all",7.03,8.79,11.4,4.87,4.1,4.38,0.0687,0.079,0.11,0.0406,0.0478,0.0482,0.0828,0.0447,-1.01,2.76,30.3,0.000518,0.00852,1,"BL-BRZ","AT4G24480",NA,NA,"Down","all_Down"
"2122","AT4G24760","all",23.7,25,22.3,46.9,51.3,46.4,0.163,0.174,0.17,0.257,0.313,0.297,0.169,0.285,1.02,5.17,111,4.62e-06,0.000565,0.109,"BL-BRZ","AT4G24760",NA,NA,"Up","all_Up"
"2123","AT4G24780","all",26.9,39.3,33.5,59.9,101,101,0.127,0.147,0.123,0.201,0.289,0.287,0.134,0.25,1.37,5.91,142,1.78e-06,0.00036,0.0419,"BL-BRZ","AT4G24780",NA,NA,"Up","all_Up"
"2124","AT4G24972","all",6.01,17.8,23.2,1.42,3.46,3.49,0.0481,0.0846,0.0877,0.0124,0.0307,0.0284,0.0726,0.022,-2.41,3.21,223,3.02e-07,0.00014,0.00714,"BL-BRZ","TPD1",NA,NA,"Down","all_Down"
"2125","AT4G25050","all",6.37,5.08,6.38,3.31,2.91,4.05,0.0425,0.038,0.0462,0.0257,0.0311,0.0381,0.0415,0.0305,-0.794,2.23,21.1,0.00164,0.0176,1,"BL-BRZ","ACP4",NA,NA,"Down","all_Down"
"2126","AT4G25110","all",1.85,1.42,2.08,3.59,5.84,8.84,0.0182,0.0126,0.0195,0.0285,0.0445,0.053,0.0162,0.0396,1.71,1.98,35.9,0.000294,0.00603,1,"BL-BRZ","AMC2","MC2","metacaspase 2","Up","all_Up"
"2127","AT4G25220","all",13.9,12.9,19.5,4.44,1.94,2.12,0.0417,0.0322,0.0389,0.0152,0.00949,0.0115,0.0371,0.0125,-2.54,3.19,74.2,2.16e-05,0.0013,0.504,"BL-BRZ","RHS15",NA,NA,"Down","all_Down"
"2128","AT4G25240","all",5.21,6.39,5.38,8.19,12.3,10.3,0.0443,0.0541,0.0517,0.0589,0.0863,0.0841,0.0501,0.0737,0.843,3,36.5,0.000277,0.00579,1,"BL-BRZ","SKS1",NA,NA,"Up","all_Up"
"2129","AT4G25250","all",23.3,20.4,15.3,54,39.6,50.9,0.165,0.133,0.138,0.239,0.213,0.235,0.146,0.23,1.3,5.08,82.6,1.45e-05,0.00103,0.338,"BL-BRZ","PMEI4",NA,NA,"Up","all_Up"
"2130","AT4G25260","all",79.5,60.8,52.7,138,115,102,0.315,0.224,0.213,0.398,0.36,0.316,0.253,0.366,0.891,6.52,66.8,3.2e-05,0.00162,0.742,"BL-BRZ","PMEI7",NA,NA,"Up","all_Up"
"2131","AT4G25310","all",59.9,19.4,24.9,68.4,48.3,59.7,0.319,0.115,0.168,0.295,0.205,0.209,0.199,0.246,0.922,5.55,16.6,0.00336,0.028,1,"BL-BRZ","AT4G25310",NA,NA,"Up","all_Up"
"2132","AT4G25350","all",5.45,5.65,4.74,12,8.93,8.94,0.0564,0.0474,0.0491,0.092,0.0857,0.0844,0.051,0.0882,0.902,2.93,43.9,0.000146,0.00395,1,"BL-BRZ","PHO1-H4",NA,NA,"Up","all_Up"
"2133","AT4G25380","all",22,25.1,25,17.4,13.5,13.6,0.126,0.109,0.114,0.102,0.0876,0.0862,0.116,0.0934,-0.703,4.28,30,0.000538,0.00876,1,"BL-BRZ","SAP10","SAP10","stress-associated protein 10","Down","all_Down"
"2134","AT4G25410","all",16.4,14.7,19.1,8.83,6.39,8.83,0.12,0.107,0.139,0.0608,0.0656,0.0809,0.119,0.0673,-1.07,3.63,42.3,0.000166,0.00431,1,"BL-BRZ","BHLH126","AT4G25410","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Down","all_Down"
"2135","AT4G25420","all",1.6,2.46,1.59,0.57,1.02,0.513,0.0161,0.0196,0.0153,0.00511,0.0115,0.00639,0.0174,0.00741,-1.42,0.399,24.3,0.00106,0.0133,1,"BL-BRZ","GA20OX1",NA,NA,"Down","all_Down"
"2136","AT4G25433","all",19.4,13.9,13.5,9.52,7.55,8.3,0.0688,0.0353,0.0374,0.0341,0.0206,0.0225,0.0475,0.027,-0.872,3.59,61.1,4.43e-05,0.00198,1,"BL-BRZ","AT4G25433",NA,NA,"Down","all_Down"
"2137","AT4G25434","all",1.2,1.36,1.18,3.15,5.03,5.86,0.00919,0.00766,0.00786,0.0191,0.0229,0.0227,0.00824,0.0212,1.86,1.58,92.2,9.54e-06,0.000816,0.223,"BL-BRZ","ATNUDT10",NA,NA,"Up","all_Up"
"2138","AT4G25560","all",2.23,2.55,4.09,5.45,8.04,9.77,0.021,0.0213,0.0297,0.0348,0.0518,0.0592,0.0232,0.0462,1.38,2.43,51.2,8.46e-05,0.00291,1,"BL-BRZ","LAF1","LAF1","myb domain protein 18","Up","all_Up"
"2139","AT4G25640","all",55.3,32.2,31.7,18.8,11.1,9.6,0.279,0.201,0.21,0.137,0.105,0.0924,0.23,0.116,-1.61,4.73,272,1.37e-07,0.000111,0.00324,"BL-BRZ","ATDTX35",NA,NA,"Down","all_Down"
"2140","AT4G25780","all",12.4,10.7,10.9,4.6,5.49,6.66,0.0722,0.0612,0.068,0.0348,0.0463,0.0537,0.0666,0.0431,-1.03,3.08,42.6,0.000162,0.00422,1,"BL-BRZ","AT4G25780",NA,NA,"Down","all_Down"
"2141","AT4G25790","all",51.2,60,111,28.5,50,51.8,0.0718,0.0513,0.0554,0.0636,0.0407,0.0383,0.0594,0.0502,-0.783,5.88,15.1,0.00439,0.0332,1,"BL-BRZ","AT4G25790",NA,NA,"Down","all_Down"
"2142","AT4G25800","all",0.898,1.04,0.785,0.521,0.368,0.557,0.0112,0.0125,0.012,0.00501,0.0057,0.00869,0.0119,0.00615,-0.924,-0.48,13.4,0.00605,0.0413,1,"BL-BRZ","CBP60D",NA,NA,"Down","all_Down"
"2143","AT4G25820","all",238,296,476,147,211,196,0.159,0.0698,0.0708,0.169,0.0508,0.049,0.101,0.102,-0.847,8.03,23.8,0.00113,0.0138,1,"BL-BRZ","XTH14",NA,NA,"Down","all_Down"
"2144","AT4G25830","all",11.1,17.1,21.9,5.83,8.54,11.1,0.0711,0.0704,0.0863,0.0458,0.0618,0.0654,0.0744,0.0557,-0.971,3.66,44.8,0.000135,0.00378,1,"BL-BRZ","AT4G25830",NA,NA,"Down","all_Down"
"2145","AT4G26050","all",1.22,1.04,0.889,2.22,4.24,3.61,0.00919,0.00902,0.00806,0.0174,0.0327,0.0248,0.00885,0.024,1.63,1.16,41.3,0.000181,0.00454,1,"BL-BRZ","PIRL8",NA,NA,"Up","all_Up"
"2146","AT4G26080","all",396,368,386,291,203,227,0.753,0.6,0.674,0.67,0.543,0.516,0.671,0.592,-0.688,8.29,34,0.000353,0.00672,1,"BL-BRZ","ABI1",NA,NA,"Down","all_Down"
"2147","AT4G26200","all",10.5,5.4,8.77,1.72,1.24,2.18,0.0698,0.034,0.0501,0.0138,0.0124,0.0174,0.0503,0.0143,-2.24,2.32,67.6,3.06e-05,0.00158,0.712,"BL-BRZ","ACS7",NA,NA,"Down","all_Down"
"2148","AT4G26220","all",8.27,14.2,14.2,5.34,6.1,6.98,0.0501,0.0675,0.0786,0.0338,0.0371,0.042,0.064,0.0369,-0.961,3.2,46.9,0.000115,0.00344,1,"BL-BRZ","AT4G26220",NA,NA,"Down","all_Down"
"2149","AT4G26320","all",1680,874,787,2030,1570,2010,0.498,0.414,0.394,0.627,0.559,0.581,0.439,0.594,0.831,10.5,19.2,0.0022,0.0213,1,"BL-BRZ","AGP13",NA,NA,"Up","all_Up"
"2150","AT4G26860","all",13.7,13.2,15.7,8.4,8.66,8.44,0.128,0.115,0.138,0.0705,0.0926,0.0873,0.125,0.0815,-0.741,3.51,41.9,0.000171,0.00439,1,"BL-BRZ","AT4G26860",NA,NA,"Down","all_Down"
"2151","AT4G26890","all",13.4,13.7,17.3,21,25,24.3,0.116,0.11,0.143,0.146,0.178,0.185,0.12,0.166,0.664,4.26,34.5,0.000337,0.00656,1,"BL-BRZ","MAPKKK16",NA,NA,"Up","all_Up"
"2152","AT4G26960","all",2.91,6.58,5.95,6.03,11.2,10.7,0.022,0.0364,0.033,0.034,0.0672,0.0587,0.0305,0.0505,0.883,2.86,50.9,8.6e-05,0.00294,1,"BL-BRZ","AT4G26960",NA,NA,"Up","all_Up"
"2153","AT4G27100","all",10.5,10.2,9.24,17.8,14.5,14.9,0.112,0.105,0.11,0.143,0.158,0.16,0.108,0.152,0.65,3.69,37.5,0.000252,0.00551,1,"BL-BRZ","AT4G27100",NA,NA,"Up","all_Up"
"2154","AT4G27170","all",0.276,0.436,0.855,0.0688,0.138,0.131,0.0024,0.00383,0.00806,0.000511,0.00161,0.0016,0.00433,0.00112,-2.17,-1.59,33,0.000389,0.00716,1,"BL-BRZ","AT2S4",NA,NA,"Down","all_Down"
"2155","AT4G27410","all",235,201,225,112,64.4,79.7,0.463,0.313,0.313,0.349,0.153,0.144,0.366,0.237,-1.4,7.26,93.5,9.03e-06,0.000798,0.211,"BL-BRZ","RD26","RD26","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","Down","all_Down"
"2156","AT4G27430","all",60.9,59.2,60.6,98.5,92.1,95.9,0.308,0.317,0.348,0.44,0.472,0.466,0.321,0.456,0.666,6.28,53.2,7.34e-05,0.00268,1,"BL-BRZ","CIP7",NA,NA,"Up","all_Up"
"2157","AT4G27450","all",9.29,8.25,8.88,23.1,16.6,16.4,0.0347,0.0461,0.0491,0.0723,0.0857,0.0864,0.0428,0.08,1.07,3.79,84,1.36e-05,0.000987,0.317,"BL-BRZ","AT4G27450",NA,NA,"Up","all_Up"
"2158","AT4G27590","all",0.346,0.145,0.127,0.639,1.12,1.32,0.00306,0.00169,0.00157,0.00368,0.00745,0.00851,0.00214,0.00606,2.32,-0.655,26.2,0.000832,0.0115,1,"BL-BRZ","AT4G27590",NA,NA,"Up","all_Up"
"2159","AT4G27710","all",2.7,3.42,2.43,1.87,1.67,1.75,0.0306,0.0364,0.034,0.0185,0.0232,0.0245,0.0338,0.0215,-0.696,1.22,15,0.00446,0.0335,1,"BL-BRZ","CYP709B3",NA,NA,"Down","all_Down"
"2160","AT4G27940","all",31,10.7,10.7,7.47,7.21,6.23,0.21,0.0991,0.117,0.0652,0.0866,0.0741,0.142,0.074,-1.13,3.61,19,0.00226,0.0216,1,"BL-BRZ","MTM1",NA,NA,"Down","all_Down"
"2161","AT4G28100","all",10.4,8.62,9.45,15,16.6,13.2,0.0654,0.0454,0.0519,0.0729,0.0821,0.0722,0.0539,0.0756,0.658,3.61,26.8,0.000772,0.0111,1,"BL-BRZ","AT4G28100",NA,NA,"Up","all_Up"
"2162","AT4G28170","all",2.98,2.06,2.11,1.2,1,1.19,0.0349,0.0206,0.0246,0.0111,0.0131,0.0147,0.0265,0.0127,-1.06,0.83,37.1,0.000261,0.00562,1,"BL-BRZ","AT4G28170",NA,NA,"Down","all_Down"
"2163","AT4G28250","all",2.66,3.85,3.63,1.86,2.36,1.61,0.0277,0.0347,0.0383,0.0145,0.0228,0.0168,0.0331,0.0176,-0.783,1.42,17.2,0.00304,0.0261,1,"BL-BRZ","EXPB3",NA,NA,"Down","all_Down"
"2164","AT4G28270","all",6.1,7.51,7.37,21.1,19.7,22.9,0.055,0.0538,0.07,0.118,0.135,0.131,0.058,0.126,1.61,3.82,187,6.14e-07,0.000197,0.0145,"BL-BRZ","RMA2","RMA2","RING membrane-anchor 2","Up","all_Up"
"2165","AT4G28310","all",6.21,14.3,9.64,7.79,25.8,18.8,0.0286,0.0376,0.0322,0.0346,0.0618,0.0514,0.0332,0.0472,0.712,3.79,12.6,0.00723,0.0466,1,"BL-BRZ","AT4G28310",NA,NA,"Up","all_Up"
"2166","AT4G28330","all",4.1,3.75,4.6,7.3,6.86,6.34,0.0366,0.0343,0.0444,0.0569,0.0663,0.0607,0.0375,0.0607,0.721,2.46,27.7,0.000694,0.0104,1,"BL-BRZ","AT4G28330",NA,NA,"Up","all_Up"
"2167","AT4G28390","all",4,3.38,3.03,2.61,1.74,2.31,0.0471,0.0392,0.0446,0.0258,0.0251,0.0317,0.0433,0.0271,-0.646,1.52,16,0.00371,0.0298,1,"BL-BRZ","AAC3",NA,NA,"Down","all_Down"
"2168","AT4G28410","all",3.03,7.98,6.59,9.42,16.9,18.2,0.0173,0.035,0.0283,0.0341,0.058,0.0523,0.0272,0.0461,1.39,3.38,104,6.11e-06,0.000643,0.143,"BL-BRZ","AT4G28410",NA,NA,"Up","all_Up"
"2169","AT4G28500","all",0.839,0.787,0.912,0.364,0.322,0.491,0.00413,0.00654,0.00806,0.00204,0.00219,0.0039,0.00605,0.00256,-1.11,-0.651,19.8,0.002,0.02,1,"BL-BRZ","NAC073","NAC073","NAC domain containing protein 73","Down","all_Down"
"2170","AT4G28650","all",42.2,48.9,41.1,92.2,69.4,68,0.17,0.182,0.169,0.278,0.274,0.248,0.175,0.269,0.782,5.91,34.3,0.000342,0.00661,1,"BL-BRZ","MIK1",NA,NA,"Up","all_Up"
"2171","AT4G28703","all",3.67,4.45,5.29,2.3,1.68,1.92,0.0342,0.0366,0.0415,0.0148,0.0161,0.0145,0.0369,0.0151,-1.18,1.69,36.6,0.000274,0.00576,1,"BL-BRZ","AT4G28703",NA,NA,"Down","all_Down"
"2172","AT4G28720","all",69.5,49.4,51,94.1,74.5,98.6,0.337,0.185,0.213,0.383,0.291,0.313,0.245,0.337,0.669,6.19,24.6,0.00102,0.013,1,"BL-BRZ","YUC8",NA,NA,"Up","all_Up"
"2173","AT4G28750","all",2.18,5.36,8.96,1.32,2.9,3.62,0.0184,0.0321,0.0535,0.0114,0.025,0.0227,0.0324,0.0185,-1.01,2.02,20.8,0.00174,0.0182,1,"BL-BRZ","PSAE1",NA,NA,"Down","all_Down"
"2174","AT4G28830","all",11.4,17.3,18.8,6.92,12.2,9.15,0.0903,0.116,0.124,0.0531,0.101,0.0835,0.109,0.0755,-0.746,3.66,32.3,0.000419,0.00748,1,"BL-BRZ","AT4G28830",NA,NA,"Down","all_Down"
"2175","AT4G28840","all",47.9,69.8,108,26.2,58,53.1,0.249,0.239,0.311,0.142,0.214,0.198,0.26,0.178,-0.742,5.92,21.4,0.00157,0.0171,1,"BL-BRZ","SPEAR3",NA,NA,"Down","all_Down"
"2176","AT4G28890","all",7.43,5.65,7.03,10.3,9.63,12.3,0.0642,0.0497,0.0672,0.0733,0.0895,0.109,0.0589,0.0873,0.685,3.13,19.8,0.00202,0.0201,1,"BL-BRZ","ATL42",NA,NA,"Up","all_Up"
"2177","AT4G28940","all",23.3,13.8,17.8,11.7,7.72,11.6,0.111,0.0698,0.0963,0.0743,0.0577,0.0704,0.0906,0.0682,-0.806,3.84,20.9,0.00169,0.0179,1,"BL-BRZ","AT4G28940",NA,NA,"Down","all_Down"
"2178","AT4G29180","all",34,22.5,24.9,21.8,14.8,16.8,0.0853,0.0562,0.0623,0.071,0.0462,0.0454,0.0679,0.0569,-0.606,4.49,36.7,0.000272,0.00575,1,"BL-BRZ","RHS16",NA,NA,"Down","all_Down"
"2179","AT4G29190","all",21.4,14.1,11.8,14.2,7.49,4.79,0.122,0.088,0.0908,0.0837,0.0575,0.0401,0.101,0.0646,-0.915,3.62,23.4,0.00119,0.0144,1,"BL-BRZ","AT4G29190","OZF2","Zinc finger C-x8-C-x5-C-x3-H type family protein","Down","all_Down"
"2180","AT4G29270","all",34.2,37.9,39.5,25.8,22.7,24.8,0.183,0.166,0.178,0.166,0.162,0.151,0.175,0.161,-0.605,4.95,35.6,0.000301,0.00614,1,"BL-BRZ","AT4G29270",NA,NA,"Down","all_Down"
"2181","AT4G29310","all",7.52,9.07,7.37,11.2,14.9,17.4,0.0791,0.0859,0.0845,0.0893,0.136,0.146,0.0832,0.118,0.842,3.49,34.7,0.000329,0.00644,1,"BL-BRZ","AT4G29310",NA,NA,"Up","all_Up"
"2182","AT4G29740","all",2.84,2.07,1.7,5.37,3.08,3.29,0.0185,0.0114,0.0132,0.0323,0.0187,0.0184,0.0143,0.0246,0.809,1.62,29.7,0.000555,0.00894,1,"BL-BRZ","CKX4",NA,NA,"Up","all_Up"
"2183","AT4G29905","all",73.4,85.3,99.7,30.1,29,45.3,0.124,0.136,0.163,0.0896,0.0793,0.0885,0.138,0.0862,-1.31,5.92,62.6,4.05e-05,0.00187,0.94,"BL-BRZ","AT4G29905",NA,NA,"Down","all_Down"
"2184","AT4G29930","all",53,44,74.1,25.2,35.2,35.9,0.254,0.148,0.185,0.152,0.132,0.121,0.194,0.138,-0.844,5.48,21.1,0.00166,0.0177,1,"BL-BRZ","BHLH27","AT4G29930","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Down","all_Down"
"2185","AT4G30060","all",42.6,32.3,32.7,80.9,61.6,58.3,0.228,0.195,0.214,0.334,0.313,0.293,0.211,0.317,0.897,5.68,101,6.83e-06,0.000682,0.16,"BL-BRZ","AT4G30060",NA,NA,"Up","all_Up"
"2186","AT4G30170","all",415,455,538,841,786,723,0.44,0.381,0.366,0.709,0.531,0.493,0.398,0.6,0.743,9.29,31.9,0.000437,0.00766,1,"BL-BRZ","PER45",NA,NA,"Up","all_Up"
"2187","AT4G30270","all",18.3,15.4,16.8,8.28,6.54,9.43,0.0816,0.0637,0.0855,0.0521,0.0472,0.0509,0.0751,0.0503,-1.05,3.64,49.6,9.47e-05,0.0031,1,"BL-BRZ","XTH24",NA,NA,"Down","all_Down"
"2188","AT4G30280","all",197,191,206,363,244,315,0.362,0.273,0.266,0.475,0.328,0.279,0.302,0.38,0.622,7.98,20.4,0.00183,0.0188,1,"BL-BRZ","XTH18",NA,NA,"Up","all_Up"
"2189","AT4G30370","all",3.83,4.08,4.34,6.48,6.51,6.01,0.0433,0.0424,0.0543,0.0544,0.0723,0.0646,0.0455,0.0625,0.634,2.39,25.1,0.000955,0.0125,1,"BL-BRZ","ATL14",NA,NA,"Up","all_Up"
"2190","AT4G30410","all",51.3,45.7,52.9,64.5,91.3,71.8,0.18,0.153,0.167,0.247,0.294,0.264,0.166,0.266,0.594,5.98,18.7,0.00237,0.0222,1,"BL-BRZ","IBL1","AT4G30410","sequence-specific DNA binding transcription factor","Up","all_Up"
"2191","AT4G30420","all",16.3,5.67,6.2,23.1,11.8,7.97,0.0763,0.0301,0.036,0.103,0.0771,0.0514,0.0476,0.0819,0.658,3.57,17,0.00313,0.0267,1,"BL-BRZ","AT4G30420",NA,NA,"Up","all_Up"
"2192","AT4G30430","all",1.97,3.2,2.4,3.55,6.59,6.13,0.0208,0.0264,0.0246,0.03,0.057,0.0497,0.024,0.0433,1.07,2,43.3,0.000154,0.0041,1,"BL-BRZ","TET9",NA,NA,"Up","all_Up"
"2193","AT4G30460","all",39.1,53.6,43,29.2,26.7,31.8,0.0887,0.107,0.103,0.0901,0.085,0.0853,0.0998,0.0873,-0.624,5.22,23.8,0.00114,0.0139,1,"BL-BRZ","AT4G30460",NA,NA,"Down","all_Down"
"2194","AT4G31000","all",4.11,5.22,4.57,8,7.95,6.67,0.0414,0.0512,0.0523,0.0648,0.0863,0.0761,0.048,0.0743,0.705,2.61,23.1,0.00125,0.0148,1,"BL-BRZ","CBP60F",NA,NA,"Up","all_Up"
"2195","AT4G31250","all",3.21,5.44,5.98,2.01,3.45,3.73,0.031,0.0421,0.0505,0.0178,0.0383,0.0355,0.0402,0.0286,-0.672,2,26.2,0.000831,0.0115,1,"BL-BRZ","AT4G31250",NA,NA,"Down","all_Down"
"2196","AT4G31320","all",108,180,177,181,383,292,0.341,0.353,0.339,0.462,0.445,0.407,0.346,0.443,0.862,7.78,46.5,0.000119,0.00351,1,"BL-BRZ","AT4G31320",NA,NA,"Up","all_Up"
"2197","AT4G31390","all",5.83,3.99,4.63,3.37,2.44,2.74,0.0648,0.045,0.0647,0.0306,0.033,0.036,0.0566,0.0327,-0.754,1.95,29.7,0.000556,0.00894,1,"BL-BRZ","ABC1K1",NA,NA,"Down","all_Down"
"2198","AT4G31470","all",52.8,39.9,35.9,113,93.1,84.3,0.168,0.14,0.131,0.312,0.246,0.232,0.148,0.272,1.18,6.12,134,2.27e-06,0.000421,0.0536,"BL-BRZ","AT4G31470",NA,NA,"Up","all_Up"
"2199","AT4G31500","all",8.88,18.4,22.3,19.1,26.4,27.8,0.0493,0.0869,0.0959,0.0767,0.108,0.11,0.0759,0.0947,0.638,4.36,16.8,0.00326,0.0274,1,"BL-BRZ","CYP83B1",NA,NA,"Up","all_Up"
