"","gene","cluster_id","sc_122.cpm","sc_126.cpm","sc_124.cpm","sc_128.cpm","sc_122.frq","sc_126.frq","sc_124.frq","sc_128.frq","WT.frq","df1.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"3520","AT2G07725","Proliferation Domain_Trichoblast",135,203,202,435,0.655,0.941,0.478,0.7,0.703,0.545,0.844,7.9,23,1.65e-06,2e-04,0.863,"df1-WT","AT2G07725",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3521","AT2G07734","Proliferation Domain_Trichoblast",10,6.05,20.8,36.8,0.202,0.176,0.145,0.267,0.198,0.182,1.63,4.18,16.1,5.93e-05,0.00369,1,"df1-WT","AT2G07734",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3522","AT2G07662","Proliferation Domain_Trichoblast",8.44,10.9,19.6,33.7,0.143,0.294,0.188,0.333,0.168,0.232,1.4,4.15,11.8,0.000583,0.0235,1,"df1-WT","AT2G07662",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3523","AT2G14878","Proliferation Domain_Trichoblast",80.2,82.3,42.7,36.8,0.524,0.588,0.377,0.5,0.535,0.414,-1.02,6.02,13.6,0.000226,0.0111,1,"df1-WT","AT2G14878",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3524","AT2G14900","Proliferation Domain_Trichoblast",25.3,2.42,1.16,0,0.143,0.118,0.0145,0,0.139,0.0101,-4.33,3.69,25.9,3.69e-07,5.59e-05,0.193,"df1-WT","GASA7",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3525","AT2G17070","Proliferation Domain_Trichoblast",108,66.6,42.7,38.3,0.476,0.471,0.246,0.367,0.475,0.283,-1.11,6.15,16.5,4.83e-05,0.00314,1,"df1-WT","AT2G17070",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3526","AT2G17080","Proliferation Domain_Trichoblast",353,241,209,104,0.702,0.882,0.609,0.533,0.733,0.586,-0.947,7.88,27.2,1.9e-07,3.22e-05,0.0994,"df1-WT","AT2G17080",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3527","AT2G17380","Proliferation Domain_Trichoblast",360,263,172,193,0.738,0.941,0.623,0.867,0.772,0.697,-0.773,7.99,19.4,1.08e-05,0.000913,1,"df1-WT","AAP19-1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3528","AT2G18210","Proliferation Domain_Trichoblast",68.1,46,40.4,16.9,0.429,0.235,0.42,0.3,0.396,0.384,-0.985,5.6,10.2,0.00139,0.0435,1,"df1-WT","AT2G18210",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3529","AT2G18440","Proliferation Domain_Trichoblast",120,70.2,31.2,15.3,0.464,0.529,0.304,0.267,0.475,0.293,-2.02,6.09,45.6,1.5e-11,7.35e-09,7.85e-06,"df1-WT","GUT15",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3530","AT2G20450","Proliferation Domain_Trichoblast",358,338,537,561,0.893,1,0.899,0.967,0.911,0.919,0.656,8.81,19.7,9.15e-06,0.000814,1,"df1-WT","RPL14A",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3531","AT2G20490","Proliferation Domain_Trichoblast",103,60.5,194,144,0.595,0.765,0.667,0.733,0.624,0.687,1.05,6.98,23.4,1.32e-06,0.000168,0.688,"df1-WT","NOP10",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3532","AT2G20670","Proliferation Domain_Trichoblast",50.6,84.7,35.8,18.4,0.298,0.471,0.29,0.267,0.327,0.283,-1.2,5.66,15.6,8.06e-05,0.00477,1,"df1-WT","AT2G20670",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3533","AT2G22470","Proliferation Domain_Trichoblast",938,529,498,325,0.976,1,0.942,0.933,0.98,0.939,-0.815,9.19,33.2,8.47e-09,1.95e-06,0.00444,"df1-WT","AGP2",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3534","AT2G22860","Proliferation Domain_Trichoblast",62.8,21.8,6.93,23,0.31,0.235,0.087,0.167,0.297,0.111,-1.61,5.14,18.5,1.7e-05,0.00133,1,"df1-WT","PSK2",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3535","AT2G24550","Proliferation Domain_Trichoblast",274,290,181,170,0.81,0.941,0.652,0.8,0.832,0.697,-0.677,7.87,14.4,0.000148,0.00808,1,"df1-WT","AT2G24550",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3536","AT2G25450","Proliferation Domain_Trichoblast",116,73.8,65.9,39.9,0.821,1,0.594,0.567,0.851,0.586,-0.844,6.33,10.7,0.0011,0.0366,1,"df1-WT","GSL-OH",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3537","AT2G26530","Proliferation Domain_Trichoblast",32.7,47.2,18.5,13.8,0.274,0.235,0.203,0.2,0.267,0.202,-1.22,4.96,11.5,0.000707,0.0268,1,"df1-WT","AR781",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3538","AT2G27170","Proliferation Domain_Trichoblast",12.7,9.68,38.1,30.7,0.179,0.353,0.261,0.2,0.208,0.242,1.61,4.51,18.4,1.77e-05,0.00137,1,"df1-WT","SMC3",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3539","AT2G27480","Proliferation Domain_Trichoblast",13.7,14.5,1.16,0,0.238,0.235,0.0145,0,0.238,0.0101,-4.19,3.43,23.5,1.28e-06,0.000165,0.67,"df1-WT","CML48",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3540","AT2G27840","Proliferation Domain_Trichoblast",51.7,33.9,85.5,79.7,0.452,0.647,0.478,0.667,0.485,0.535,0.928,5.98,12.2,0.000486,0.0206,1,"df1-WT","HDT4",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3541","AT2G29500","Proliferation Domain_Trichoblast",56.4,30.3,16.2,4.6,0.274,0.471,0.174,0.1,0.307,0.152,-2.03,5.08,27,2.05e-07,3.42e-05,0.107,"df1-WT","HSP17.6B",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3542","AT2G30270","Proliferation Domain_Trichoblast",25.3,18.2,8.09,7.67,0.262,0.353,0.087,0.133,0.277,0.101,-1.48,4.23,10.6,0.00114,0.0377,1,"df1-WT","AT2G30270",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3543","AT2G30410","Proliferation Domain_Trichoblast",301,266,206,163,0.762,0.765,0.652,0.833,0.762,0.707,-0.623,7.9,12.4,0.00044,0.0191,1,"df1-WT","TFCA",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3544","AT2G31410","Proliferation Domain_Trichoblast",64.4,58.1,94.7,121,0.56,0.647,0.464,0.633,0.574,0.515,0.782,6.39,10.4,0.00128,0.0409,1,"df1-WT","AT2G31410",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3545","AT2G31490","Proliferation Domain_Trichoblast",983,897,615,581,0.964,1,0.942,0.967,0.97,0.949,-0.653,9.6,24.9,6.01e-07,8.52e-05,0.314,"df1-WT","AT2G31490",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3546","AT2G31945","Proliferation Domain_Trichoblast",8.44,47.2,1.16,10.7,0.119,0.118,0.0145,0.1,0.119,0.0404,-2.25,4.12,19.8,8.74e-06,0.000786,1,"df1-WT","AT2G31945",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3547","AT2G32920","Proliferation Domain_Trichoblast",143,162,262,244,0.679,0.941,0.609,0.667,0.723,0.626,0.739,7.66,16.2,5.81e-05,0.00365,1,"df1-WT","PDIL2-3",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3548","AT2G33210","Proliferation Domain_Trichoblast",70.2,59.3,129,104,0.548,0.824,0.609,0.5,0.594,0.576,0.853,6.5,12.9,0.00033,0.0151,1,"df1-WT","HSP60-2",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3549","AT2G33470","Proliferation Domain_Trichoblast",399,328,238,195,0.857,1,0.609,0.9,0.881,0.697,-0.748,8.21,20,7.75e-06,0.000714,1,"df1-WT","GLTP1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3550","AT2G33830","Proliferation Domain_Trichoblast",21.1,93.2,6.93,10.7,0.0833,0.118,0.087,0.233,0.0891,0.131,-2.51,5.08,37.6,8.7e-10,2.77e-07,0.000455,"df1-WT","DRMH1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3551","AT2G34500","Proliferation Domain_Trichoblast",14.2,43.6,9.24,10.7,0.19,0.471,0.087,0.2,0.238,0.121,-1.36,4.37,10.2,0.00137,0.0431,1,"df1-WT","CYP710A1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3552","AT2G34600","Proliferation Domain_Trichoblast",24.8,24.2,8.09,0,0.143,0.294,0.087,0,0.168,0.0606,-2.4,4.21,22.7,1.93e-06,0.000223,1,"df1-WT","TIFY 5B","JAZ7","jasmonate-zim-domain protein 7","Down","Proliferation Domain_Trichoblast_Down"
"3553","AT2G34880","Proliferation Domain_Trichoblast",0,71.4,0,0,0,0.824,0,0,0.139,0,-8.02,4.09,54.3,1.81e-13,1.44e-10,9.47e-08,"df1-WT","JMJ15","MEE27","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein","Down","Proliferation Domain_Trichoblast_Down"
"3554","AT2G35610","Proliferation Domain_Trichoblast",64.4,82.3,120,129,0.536,0.882,0.536,0.467,0.594,0.515,0.782,6.61,11.5,0.000693,0.0263,1,"df1-WT","XEG113",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3555","AT2G36100","Proliferation Domain_Trichoblast",391,7.26,30,3.07,0.274,0.353,0.29,0.0667,0.287,0.222,-3.54,7.02,117,3.33e-27,2.02e-23,1.74e-21,"df1-WT","CASP1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3556","AT2G36830","Proliferation Domain_Trichoblast",345,365,199,84.3,0.929,0.882,0.812,0.833,0.921,0.818,-1.35,8,56.5,6.03e-14,5.47e-11,3.16e-08,"df1-WT","TIP1-1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3557","AT2G37130","Proliferation Domain_Trichoblast",113,42.4,37,26.1,0.357,0.471,0.275,0.267,0.376,0.273,-1.28,5.98,19,1.34e-05,0.00109,1,"df1-WT","PER21",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3558","AT2G37170","Proliferation Domain_Trichoblast",227,226,94.7,53.7,0.619,0.706,0.536,0.667,0.634,0.576,-1.6,7.31,57,4.53e-14,4.33e-11,2.37e-08,"df1-WT","PIP2B",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3559","AT2G37230","Proliferation Domain_Trichoblast",24.8,14.5,41.6,46,0.286,0.412,0.29,0.3,0.307,0.293,1.09,5.01,10.7,0.00105,0.0351,1,"df1-WT","AT2G37230",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3560","AT2G37470","Proliferation Domain_Trichoblast",482,316,202,342,0.702,1,0.348,0.767,0.752,0.475,-0.588,8.41,13.1,0.000302,0.0141,1,"df1-WT","AT2G37470",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3561","AT2G38750","Proliferation Domain_Trichoblast",398,408,222,181,0.833,1,0.754,0.8,0.861,0.768,-0.997,8.27,35.9,2.16e-09,5.95e-07,0.00113,"df1-WT","ANN4",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3562","AT2G39705","Proliferation Domain_Trichoblast",117,98,57.8,50.6,0.571,0.882,0.362,0.367,0.624,0.364,-0.99,6.44,15.5,8.33e-05,0.00491,1,"df1-WT","RTFL8",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3563","AT2G40113","Proliferation Domain_Trichoblast",83.9,1.21,4.62,1.53,0.131,0.0588,0.058,0.0333,0.119,0.0505,-3.78,5.09,49.1,2.5e-12,1.57e-09,1.31e-06,"df1-WT","AT2G40113",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3564","AT2G40360","Proliferation Domain_Trichoblast",33.8,30.3,75.1,84.3,0.321,0.765,0.377,0.5,0.396,0.414,1.29,5.77,21.3,3.94e-06,0.000407,1,"df1-WT","BOP1",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3565","AT2G41100","Proliferation Domain_Trichoblast",7.39,42.4,4.62,1.53,0.155,0.294,0.058,0.0333,0.178,0.0505,-2.6,3.91,21.2,4.23e-06,0.000434,1,"df1-WT","CML12",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3566","AT2G41430","Proliferation Domain_Trichoblast",817,638,501,308,0.929,1,0.957,0.9,0.941,0.939,-0.865,9.17,37.3,1.06e-09,3.3e-07,0.000553,"df1-WT","ERD15",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3567","AT2G41650","Proliferation Domain_Trichoblast",85.5,90.8,144,167,0.655,0.765,0.565,0.767,0.673,0.626,0.813,6.91,14.1,0.00017,0.00889,1,"df1-WT","AT2G41650",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3568","AT2G41660","Proliferation Domain_Trichoblast",210,145,137,82.8,0.869,0.941,0.71,0.6,0.881,0.677,-0.696,7.24,11.3,0.000771,0.0286,1,"df1-WT","MIZ1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3569","AT2G41730","Proliferation Domain_Trichoblast",51.2,3.63,16.2,4.6,0.381,0.0588,0.174,0.1,0.327,0.152,-1.38,4.72,10.2,0.0014,0.0437,1,"df1-WT","AT2G41730",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3570","AT2G41800","Proliferation Domain_Trichoblast",90.7,56.9,124,132,0.536,0.824,0.493,0.5,0.584,0.495,0.772,6.66,11.3,0.000777,0.0288,1,"df1-WT","AT2G41800",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3571","AT2G42210","Proliferation Domain_Trichoblast",615,516,366,357,0.869,1,0.812,0.9,0.891,0.838,-0.643,8.88,19,1.32e-05,0.00108,1,"df1-WT","ATOEP16-3",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3572","AT2G43150","Proliferation Domain_Trichoblast",54.3,82.3,32.3,38.3,0.464,0.471,0.275,0.467,0.465,0.333,-0.915,5.76,10,0.00156,0.0471,1,"df1-WT","AT2G43150",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3573","AT2G43650","Proliferation Domain_Trichoblast",6.86,6.05,18.5,21.5,0.131,0.176,0.159,0.267,0.139,0.192,1.56,3.76,11.7,0.000641,0.0254,1,"df1-WT","EMB2777",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3574","AT2G44670","Proliferation Domain_Trichoblast",444,289,248,178,0.857,0.941,0.681,0.867,0.871,0.737,-0.776,8.22,21.4,3.77e-06,0.000393,1,"df1-WT","FLZ3",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3575","AT2G45960","Proliferation Domain_Trichoblast",1120,641,605,532,0.929,1,0.928,0.9,0.941,0.919,-0.595,9.52,19.9,8.26e-06,0.000746,1,"df1-WT","PIP1B",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3576","AT2G46240","Proliferation Domain_Trichoblast",8.44,24.2,3.47,3.07,0.107,0.176,0.0435,0.0667,0.119,0.0505,-2.12,3.54,12.1,0.000506,0.0213,1,"df1-WT","BAG6",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3577","AT2G46410","Proliferation Domain_Trichoblast",96,35.1,23.1,23,0.476,0.647,0.174,0.2,0.505,0.182,-1.5,5.72,22.1,2.54e-06,0.000285,1,"df1-WT","CPC","CPC","Homeodomain-like superfamily protein","Down","Proliferation Domain_Trichoblast_Down"
"3578","AT2G46490","Proliferation Domain_Trichoblast",476,395,312,247,0.845,0.941,0.768,0.867,0.861,0.798,-0.641,8.51,16.5,4.79e-05,0.00313,1,"df1-WT","AT2G46490",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3579","AT2G46930","Proliferation Domain_Trichoblast",29,15.7,5.78,4.6,0.357,0.353,0.0725,0.0667,0.356,0.0707,-2.11,4.22,18.2,1.97e-05,0.00149,1,"df1-WT","PAE3",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3580","AT2G47270","Proliferation Domain_Trichoblast",45.9,33.9,18.5,15.3,0.369,0.471,0.203,0.3,0.386,0.232,-1.24,5.05,12,0.000535,0.0221,1,"df1-WT","UPB1","UPB1","transcription factor UPBEAT protein","Down","Proliferation Domain_Trichoblast_Down"
"3581","AT2G47460","Proliferation Domain_Trichoblast",25.3,14.5,4.62,0,0.321,0.353,0.058,0,0.327,0.0404,-2.93,4,25,5.67e-07,8.17e-05,0.296,"df1-WT","MYB12","MYB12","myb domain protein 12","Down","Proliferation Domain_Trichoblast_Down"
"3582","AT2G47485","Proliferation Domain_Trichoblast",276,217,173,150,0.702,0.882,0.623,0.767,0.733,0.667,-0.607,7.71,10.8,0.001,0.0345,1,"df1-WT","AT2G47485",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3583","AT2G47710","Proliferation Domain_Trichoblast",49.6,27.8,15,19.9,0.417,0.529,0.188,0.267,0.436,0.212,-1.2,5.06,11.1,0.000884,0.0317,1,"df1-WT","AT2G47710",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3584","AT2G47950","Proliferation Domain_Trichoblast",33.2,7.26,6.93,6.13,0.274,0.235,0.0725,0.133,0.267,0.0909,-1.67,4.25,12,0.000543,0.0222,1,"df1-WT","AT2G47950",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3585","AT2G48090","Proliferation Domain_Trichoblast",15.8,18.2,0,0,0.0952,0.176,0,0,0.109,0,-7.17,3.6,37.2,1.11e-09,3.37e-07,0.000582,"df1-WT","AT2G48090",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3586","AT4G01210","Proliferation Domain_Trichoblast",3.69,4.84,15,15.3,0.0833,0.235,0.101,0.2,0.109,0.131,1.85,3.35,11.2,0.000821,0.0301,1,"df1-WT","AT4G01210",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3587","AT4G01480","Proliferation Domain_Trichoblast",791,864,626,423,0.905,1,0.855,0.967,0.921,0.889,-0.668,9.41,24.3,8.18e-07,0.000113,0.428,"df1-WT","PPA5",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3588","AT4G01897","Proliferation Domain_Trichoblast",50.6,53.3,17.3,35.3,0.405,0.588,0.145,0.467,0.436,0.242,-1.06,5.41,11,0.000895,0.032,1,"df1-WT","AT4G01897",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3589","AT4G02380","Proliferation Domain_Trichoblast",525,361,293,198,0.976,1,0.986,1,0.98,0.99,-0.851,8.46,28.1,1.16e-07,2.14e-05,0.0609,"df1-WT","SAG21",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3590","AT4G02620","Proliferation Domain_Trichoblast",638,595,410,319,0.929,1,0.812,0.8,0.941,0.808,-0.761,8.96,27.2,1.84e-07,3.16e-05,0.0964,"df1-WT","VHA-F",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3591","AT4G04745","Proliferation Domain_Trichoblast",83.3,73.8,37,23,0.417,0.647,0.246,0.3,0.455,0.263,-1.37,5.91,22.2,2.49e-06,0.000281,1,"df1-WT","AT4G04745",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3592","AT4G04940","Proliferation Domain_Trichoblast",2.64,2.42,11.6,15.3,0.0595,0.118,0.101,0.133,0.0693,0.111,2.28,3.08,12.1,0.00051,0.0214,1,"df1-WT","AT4G04940",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3593","AT4G05000","Proliferation Domain_Trichoblast",26.9,36.3,11.6,9.2,0.393,0.529,0.101,0.167,0.416,0.121,-1.53,4.6,14.3,0.000156,0.00831,1,"df1-WT","VPS28-2",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3594","AT4G05070","Proliferation Domain_Trichoblast",104,76.2,56.6,38.3,0.595,0.765,0.406,0.333,0.624,0.384,-0.926,6.23,12.3,0.00046,0.0198,1,"df1-WT","AT4G05070",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3595","AT4G08555","Proliferation Domain_Trichoblast",86.5,24.2,24.3,23,0.464,0.588,0.261,0.333,0.485,0.283,-1.21,5.57,13.7,0.000218,0.0109,1,"df1-WT","AT4G08555",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3596","AT4G09030","Proliferation Domain_Trichoblast",82.3,49.6,23.1,36.8,0.381,0.412,0.145,0.233,0.386,0.172,-1.19,5.75,15.6,7.72e-05,0.00461,1,"df1-WT","AGP10",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3597","AT4G09150","Proliferation Domain_Trichoblast",22.2,20.6,6.93,6.13,0.31,0.353,0.087,0.133,0.317,0.101,-1.69,4.13,12.7,0.000359,0.0162,1,"df1-WT","AT4G09150",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3598","AT4G11600","Proliferation Domain_Trichoblast",643,547,404,379,0.988,1,0.942,1,0.99,0.96,-0.603,8.96,17.2,3.31e-05,0.0023,1,"df1-WT","GPX6",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3599","AT4G12510","Proliferation Domain_Trichoblast",311,66.6,122,82.8,0.679,0.765,0.565,0.533,0.693,0.556,-0.714,7.3,11,0.000898,0.032,1,"df1-WT","AT4G12510",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3600","AT4G12520","Proliferation Domain_Trichoblast",582,631,374,201,0.702,0.882,0.58,0.567,0.733,0.576,-1.1,8.83,52.4,4.81e-13,3.49e-10,2.52e-07,"df1-WT","AT4G12520",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3601","AT4G12600","Proliferation Domain_Trichoblast",119,60.5,199,218,0.69,0.941,0.565,0.8,0.733,0.636,1.2,7.21,34,5.66e-09,1.39e-06,0.00296,"df1-WT","AT4G12600",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3602","AT4G12700","Proliferation Domain_Trichoblast",4.22,2.42,8.09,24.5,0.0833,0.118,0.101,0.4,0.0891,0.192,1.9,3.31,11.1,0.000886,0.0317,1,"df1-WT","AT4G12700",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3603","AT4G13395","Proliferation Domain_Trichoblast",29.5,60.5,9.24,24.5,0.226,0.471,0.101,0.233,0.267,0.141,-1.45,5.03,16,6.28e-05,0.00386,1,"df1-WT","DVL10",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3604","AT4G13580","Proliferation Domain_Trichoblast",53.8,4.84,9.24,3.07,0.0833,0.235,0.116,0.0667,0.109,0.101,-2.24,4.69,22.3,2.41e-06,0.000277,1,"df1-WT","DIR18",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3605","AT4G13850","Proliferation Domain_Trichoblast",340,426,717,734,0.881,1,0.928,1,0.901,0.949,0.936,9.11,43.9,3.6e-11,1.56e-08,1.89e-05,"df1-WT","RBG2",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3606","AT4G14560","Proliferation Domain_Trichoblast",52.8,77.5,23.1,13.8,0.31,0.471,0.188,0.133,0.337,0.172,-1.72,5.52,27.6,1.52e-07,2.71e-05,0.0795,"df1-WT","IAA1","IAA1","indole-3-acetic acid inducible","Down","Proliferation Domain_Trichoblast_Down"
"3607","AT4G15770","Proliferation Domain_Trichoblast",18.5,4.84,28.9,46,0.226,0.118,0.203,0.433,0.208,0.273,1.46,4.63,16.1,5.92e-05,0.00369,1,"df1-WT","AT4G15770",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3608","AT4G16190","Proliferation Domain_Trichoblast",131,66.6,34.7,27.6,0.56,0.647,0.275,0.333,0.574,0.293,-1.66,6.21,34.2,5.04e-09,1.27e-06,0.00264,"df1-WT","RD19C",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3609","AT4G16830","Proliferation Domain_Trichoblast",16.9,29,46.2,42.9,0.333,0.647,0.319,0.467,0.386,0.364,1.05,5.04,10.3,0.0013,0.0414,1,"df1-WT","RGGA",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3610","AT4G17520","Proliferation Domain_Trichoblast",139,154,251,244,0.679,0.824,0.638,0.867,0.703,0.707,0.763,7.61,16.9,3.9e-05,0.00264,1,"df1-WT","RGGB",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3611","AT4G17900","Proliferation Domain_Trichoblast",46.9,21.8,13.9,13.8,0.369,0.588,0.145,0.233,0.406,0.172,-1.34,4.89,12.3,0.000465,0.0199,1,"df1-WT","AT4G17900","AT4G17900","PLATZ transcription factor family protein","Down","Proliferation Domain_Trichoblast_Down"
"3612","AT4G18030","Proliferation Domain_Trichoblast",78.6,98,142,140,0.631,0.765,0.42,0.667,0.653,0.495,0.695,6.83,10,0.00157,0.0473,1,"df1-WT","AT4G18030",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3613","AT4G18930","Proliferation Domain_Trichoblast",88.1,39.9,31.2,32.2,0.56,0.765,0.261,0.633,0.594,0.374,-1.02,5.77,11.6,0.000655,0.0256,1,"df1-WT","AT4G18930",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3614","AT4G20020","Proliferation Domain_Trichoblast",7.91,2.42,18.5,18.4,0.119,0.118,0.174,0.267,0.119,0.202,1.66,3.67,12,0.00054,0.0222,1,"df1-WT","MORF1",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"3615","AT4G20150","Proliferation Domain_Trichoblast",961,971,670,586,0.976,1,0.942,0.967,0.98,0.949,-0.621,9.65,22.9,1.68e-06,0.000201,0.877,"df1-WT","AT4G20150",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3616","AT4G20860","Proliferation Domain_Trichoblast",16.4,8.47,2.31,1.53,0.131,0.176,0.029,0.0333,0.139,0.0303,-2.64,3.47,14.2,0.000165,0.00872,1,"df1-WT","FAD-OXR",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3617","AT4G21830","Proliferation Domain_Trichoblast",633,720,433,317,0.952,1,0.899,0.967,0.96,0.919,-0.848,9.05,34.6,4.08e-09,1.04e-06,0.00214,"df1-WT","MSRB7",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3618","AT4G21840","Proliferation Domain_Trichoblast",55.9,69,26.6,13.8,0.405,0.235,0.275,0.233,0.376,0.263,-1.55,5.52,23.1,1.53e-06,0.000191,0.8,"df1-WT","MSRB8",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3619","AT4G22220","Proliferation Domain_Trichoblast",232,212,179,110,0.81,0.941,0.797,0.767,0.832,0.788,-0.622,7.56,10.6,0.00112,0.0373,1,"df1-WT","ISU1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3620","AT4G23400","Proliferation Domain_Trichoblast",28,29,12.7,9.2,0.345,0.412,0.159,0.133,0.356,0.152,-1.33,4.54,10.8,0.00101,0.0345,1,"df1-WT","PIP1-5",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3621","AT4G23690","Proliferation Domain_Trichoblast",21.1,4.84,5.78,0,0.143,0.176,0.0725,0,0.149,0.0505,-2.08,3.67,11.4,0.000747,0.0279,1,"df1-WT","DIR6",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"3622","AT4G24190","Proliferation Domain_Trichoblast",435,428,720,810,0.881,1,0.826,0.967,0.901,0.869,0.818,9.22,35,3.38e-09,9.01e-07,0.00177,"df1-WT","HSP90-7",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
