"","gene","cluster_id","sc_111.cpm","sc_113.cpm","sc_112.cpm","sc_114.cpm","sc_111.frq","sc_113.frq","sc_112.frq","sc_114.frq","Control.frq","BRZ.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"14092","AT4G03390","Proliferation Domain_Trichoblast",12.6,20.1,8.88,9.21,0.307,0.345,0.246,0.312,0.321,0.263,-0.773,3.63,8.42,0.00371,0.0389,1,"BRZ-Control","SRF3",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14093","AT4G04020","Proliferation Domain_Trichoblast",5.97,2.67,11.3,9.53,0.139,0.0345,0.267,0.219,0.0982,0.255,1.19,3.1,13.2,0.000287,0.00499,1,"BRZ-Control","PAP1",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14094","AT4G04340","Proliferation Domain_Trichoblast",14,9.36,7.19,5.72,0.299,0.207,0.209,0.188,0.263,0.204,-0.871,3.25,8.73,0.00314,0.034,1,"BRZ-Control","OSCA1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14095","AT4G04745","Proliferation Domain_Trichoblast",75.5,23.6,31.2,23.8,0.533,0.345,0.351,0.297,0.46,0.337,-0.804,5.32,17.7,2.56e-05,0.000633,1,"BRZ-Control","AT4G04745",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14096","AT4G04830","Proliferation Domain_Trichoblast",11.7,33,12.1,9.53,0.255,0.31,0.141,0.203,0.277,0.157,-0.785,3.97,9.99,0.00157,0.0199,1,"BRZ-Control","MSRB5",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14097","AT4G04840","Proliferation Domain_Trichoblast",14.2,13.8,7.19,3.49,0.124,0.126,0.0733,0.156,0.125,0.0941,-1.31,3.3,20,7.84e-06,0.000222,1,"BRZ-Control","MSRB6",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14098","AT4G05590","Proliferation Domain_Trichoblast",16.5,8.47,5.22,7.62,0.299,0.195,0.152,0.219,0.259,0.169,-1.09,3.29,13.7,0.000211,0.00386,1,"BRZ-Control","AT4G05590",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14099","AT4G06746","Proliferation Domain_Trichoblast",38.5,4.46,5.92,2.54,0.175,0.115,0.0628,0.125,0.152,0.0784,-2.34,3.82,60.2,8.82e-15,1.31e-12,4.91e-09,"BRZ-Control","RAP2-9","RAP2.9","related to AP2 9","Down","Proliferation Domain_Trichoblast_Down"
"14100","AT4G07410","Proliferation Domain_Trichoblast",11.5,12,17.3,24.5,0.248,0.23,0.377,0.547,0.241,0.42,0.778,4.08,9.93,0.00163,0.0203,1,"BRZ-Control","PCN",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14101","AT4G07825","Proliferation Domain_Trichoblast",2.98,4.9,7.05,12.4,0.0949,0.115,0.215,0.344,0.103,0.247,1.28,2.85,13.1,0.00029,0.00502,1,"BRZ-Control","AT4G07825",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14102","AT4G07950","Proliferation Domain_Trichoblast",39.9,40.1,88.7,63.5,0.518,0.425,0.717,0.734,0.482,0.722,0.936,5.91,28.3,1.06e-07,4.79e-06,0.0584,"BRZ-Control","AT4G07950",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14103","AT4G08555","Proliferation Domain_Trichoblast",104,28.5,31.9,28.6,0.547,0.368,0.293,0.391,0.478,0.318,-1.05,5.63,31.5,2.05e-08,1.1e-06,0.0114,"BRZ-Control","AT4G08555",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14104","AT4G09550","Proliferation Domain_Trichoblast",12.2,6.69,25.5,18.4,0.219,0.138,0.414,0.406,0.188,0.412,1.2,4.12,22.3,2.36e-06,7.8e-05,1,"BRZ-Control","GIP1",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14105","AT4G10090","Proliferation Domain_Trichoblast",2.75,3.12,7.61,5.72,0.0876,0.069,0.188,0.219,0.0804,0.196,1.24,2.51,9.33,0.00225,0.0262,1,"BRZ-Control","ELP6",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14106","AT4G10450","Proliferation Domain_Trichoblast",223,251,415,300,0.905,0.655,0.906,0.922,0.808,0.91,0.586,8.22,20.4,6.24e-06,0.000184,1,"BRZ-Control","RPL9D",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14107","AT4G10890","Proliferation Domain_Trichoblast",2.52,1.34,4.93,6.35,0.0657,0.0345,0.126,0.203,0.0536,0.145,1.38,2.17,8.77,0.00306,0.0334,1,"BRZ-Control","AT4G10890",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14108","AT4G11060","Proliferation Domain_Trichoblast",19,20.5,33.7,29.2,0.401,0.299,0.534,0.5,0.362,0.525,0.691,4.74,10.8,0.00102,0.014,1,"BRZ-Control","MTSSB",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14109","AT4G11210","Proliferation Domain_Trichoblast",14.7,14.7,4.65,8.58,0.102,0.23,0.0628,0.25,0.152,0.11,-1.27,3.37,19.7,9.19e-06,0.000254,1,"BRZ-Control","DIR14",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14110","AT4G11240","Proliferation Domain_Trichoblast",38.1,53.9,73.7,82,0.526,0.494,0.723,0.734,0.513,0.725,0.788,5.97,20.9,4.8e-06,0.000146,1,"BRZ-Control","TOPP6",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14111","AT4G11485","Proliferation Domain_Trichoblast",55.1,37.9,29.9,30.8,0.737,0.483,0.602,0.594,0.638,0.6,-0.637,5.28,11.8,0.000603,0.00908,1,"BRZ-Control","LCR11",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14112","AT4G11630","Proliferation Domain_Trichoblast",33.3,28.5,56.2,52.7,0.511,0.379,0.66,0.656,0.46,0.659,0.812,5.46,19.4,1.06e-05,0.000289,1,"BRZ-Control","AT4G11630",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14113","AT4G12330","Proliferation Domain_Trichoblast",19,20.5,11.4,12.1,0.321,0.299,0.277,0.297,0.312,0.282,-0.748,3.97,9.26,0.00234,0.0271,1,"BRZ-Control","CYP706A7",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14114","AT4G12420","Proliferation Domain_Trichoblast",30.5,41.9,16.6,25.4,0.489,0.471,0.33,0.484,0.482,0.369,-0.804,4.79,15.8,7.18e-05,0.00156,1,"BRZ-Control","SKU5",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14115","AT4G12510","Proliferation Domain_Trichoblast",222,91.8,42.6,11.1,0.657,0.69,0.267,0.375,0.67,0.294,-2.61,6.53,218,3.63e-49,5.66e-46,2.03e-43,"BRZ-Control","AT4G12510",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14116","AT4G12520","Proliferation Domain_Trichoblast",644,87.4,135,18.1,0.737,0.563,0.356,0.281,0.67,0.337,-2.26,7.81,217,8.85e-49,1.28e-45,4.94e-43,"BRZ-Control","AT4G12520",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14117","AT4G12545","Proliferation Domain_Trichoblast",18.4,37.9,1.83,8.58,0.109,0.598,0.0419,0.281,0.299,0.102,-2.64,3.87,90.6,1.95e-21,4.67e-19,1.09e-15,"BRZ-Control","AIR1B",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14118","AT4G12600","Proliferation Domain_Trichoblast",217,207,455,313,0.796,0.678,0.843,0.922,0.75,0.863,0.842,8.23,41.9,9.88e-11,8.25e-09,5.49e-05,"BRZ-Control","AT4G12600",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14119","AT4G12730","Proliferation Domain_Trichoblast",63.1,115,31.9,55.9,0.672,0.713,0.508,0.719,0.688,0.561,-1.01,6.01,35.7,2.3e-09,1.5e-07,0.00127,"BRZ-Control","FLA2",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14120","AT4G12760","Proliferation Domain_Trichoblast",11,5.8,21,9.53,0.241,0.103,0.429,0.281,0.188,0.392,0.864,3.77,9.75,0.0018,0.022,1,"BRZ-Control","AT4G12760",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14121","AT4G12990","Proliferation Domain_Trichoblast",6.65,1.34,11,6.04,0.175,0.0345,0.262,0.234,0.121,0.255,1.03,2.95,8.8,0.00301,0.033,1,"BRZ-Control","AT4G12990",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14122","AT4G13340","Proliferation Domain_Trichoblast",13.3,16.5,2.26,4.76,0.299,0.287,0.0838,0.203,0.295,0.114,-2.2,3.09,46.8,8.28e-12,8.15e-10,4.6e-06,"BRZ-Control","LRX3",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14123","AT4G13440","Proliferation Domain_Trichoblast",42.7,11.6,7.61,2.22,0.46,0.253,0.147,0.109,0.379,0.137,-2.46,4.08,79.6,5.03e-19,1e-16,2.8e-13,"BRZ-Control","AT4G13440",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14124","AT4G13580","Proliferation Domain_Trichoblast",4.82,65.1,6.63,6.99,0.0511,0.195,0.0419,0.297,0.107,0.106,-1.59,4.11,35.8,2.19e-09,1.44e-07,0.00122,"BRZ-Control","DIR18",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14125","AT4G13620","Proliferation Domain_Trichoblast",11.2,10.3,5.36,2.22,0.226,0.172,0.126,0.0781,0.205,0.114,-1.41,2.91,18.3,1.9e-05,0.000483,1,"BRZ-Control","ERF062","AT4G13620","Integrase-type DNA-binding superfamily protein","Down","Proliferation Domain_Trichoblast_Down"
"14126","AT4G14550","Proliferation Domain_Trichoblast",96.6,30.3,42.3,19.7,0.708,0.414,0.503,0.406,0.594,0.478,-0.988,5.62,28.3,1.08e-07,4.84e-06,0.0595,"BRZ-Control","IAA14","IAA14","indole-3-acetic acid inducible 14","Down","Proliferation Domain_Trichoblast_Down"
"14127","AT4G14560","Proliferation Domain_Trichoblast",11.2,8.47,21.7,12.1,0.182,0.149,0.33,0.234,0.17,0.306,0.794,3.9,9.07,0.0026,0.0295,1,"BRZ-Control","IAA1","IAA1","indole-3-acetic acid inducible","Up","Proliferation Domain_Trichoblast_Up"
"14128","AT4G14640","Proliferation Domain_Trichoblast",23.6,16.9,9.87,8.26,0.467,0.253,0.194,0.219,0.384,0.2,-1.17,3.9,21.2,4.11e-06,0.000128,1,"BRZ-Control","CML8",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14129","AT4G14660","Proliferation Domain_Trichoblast",0.918,0.446,3.67,5.08,0.0292,0.0115,0.11,0.25,0.0223,0.145,2.43,1.69,14,0.000185,0.00347,1,"BRZ-Control","NRPE7",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14130","AT4G14905","Proliferation Domain_Trichoblast",8.72,8.92,16.2,16.2,0.19,0.172,0.372,0.406,0.183,0.38,0.879,3.75,10.6,0.00115,0.0155,1,"BRZ-Control","AT4G14905",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14131","AT4G15160","Proliferation Domain_Trichoblast",123,148,46.1,82.3,0.599,0.77,0.429,0.688,0.665,0.494,-1.14,6.62,51.5,7.33e-13,8.4e-11,4.08e-07,"BRZ-Control","AT4G15160",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14132","AT4G15233","Proliferation Domain_Trichoblast",17.4,16,11.6,7.62,0.336,0.264,0.283,0.266,0.308,0.278,-0.77,3.76,8.72,0.00316,0.0342,1,"BRZ-Control","ABCG42",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14133","AT4G15390","Proliferation Domain_Trichoblast",4.82,7.58,28.9,23.2,0.102,0.138,0.429,0.453,0.116,0.435,2.17,4.15,63.6,1.61e-15,2.6e-13,8.98e-10,"BRZ-Control","AT4G15390",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14134","AT4G15610","Proliferation Domain_Trichoblast",151,131,52,75,0.642,0.908,0.455,0.703,0.746,0.518,-1.19,6.66,56.1,7.08e-14,9.15e-12,3.94e-08,"BRZ-Control","AT4G15610",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14135","AT4G15760","Proliferation Domain_Trichoblast",70.4,79.8,33.3,41.9,0.686,0.701,0.487,0.562,0.692,0.506,-1.01,5.79,33.8,6.21e-09,3.74e-07,0.00344,"BRZ-Control","MO1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14136","AT4G15770","Proliferation Domain_Trichoblast",11.7,23.2,27.3,36.2,0.241,0.253,0.366,0.547,0.246,0.412,0.944,4.64,18.9,1.35e-05,0.000357,1,"BRZ-Control","AT4G15770",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14137","AT4G15800","Proliferation Domain_Trichoblast",30.5,17.4,17.6,10.2,0.431,0.333,0.382,0.312,0.393,0.365,-0.785,4.31,11.5,0.000706,0.0103,1,"BRZ-Control","RALFL33",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14138","AT4G15910","Proliferation Domain_Trichoblast",841,674,1760,1360,0.927,0.931,1,0.969,0.929,0.992,1.04,10.2,103,3.81e-24,1.19e-21,2.12e-18,"BRZ-Control","ATDI21",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14139","AT4G15920","Proliferation Domain_Trichoblast",20.2,6.69,10.6,2.54,0.358,0.115,0.215,0.0781,0.263,0.18,-1.03,3.49,12.5,0.000417,0.00675,1,"BRZ-Control","SWEET17",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14140","AT4G15950","Proliferation Domain_Trichoblast",2.98,2.23,6.91,5.72,0.0803,0.0575,0.178,0.203,0.0714,0.184,1.25,2.43,8.9,0.00286,0.0317,1,"BRZ-Control","NRPD4",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14141","AT4G16110","Proliferation Domain_Trichoblast",17,17.4,7.89,8.26,0.372,0.195,0.225,0.25,0.304,0.231,-1.09,3.65,16.6,4.72e-05,0.00109,1,"BRZ-Control","ARR2","RR2","response regulator 2","Down","Proliferation Domain_Trichoblast_Down"
"14142","AT4G16140","Proliferation Domain_Trichoblast",17.9,27.2,35.4,47,0.234,0.333,0.508,0.578,0.272,0.525,0.892,5.01,20.1,7.3e-06,0.000209,1,"BRZ-Control","AT4G16140",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14143","AT4G16141","Proliferation Domain_Trichoblast",12.6,28.1,27.8,31.4,0.197,0.253,0.398,0.453,0.219,0.412,0.669,4.65,9.76,0.00178,0.0219,1,"BRZ-Control","AT4G16141","AT4G16141","GATA type zinc finger transcription factor family protein","Up","Proliferation Domain_Trichoblast_Up"
"14144","AT4G16265","Proliferation Domain_Trichoblast",23.9,13.4,31.9,25.4,0.416,0.264,0.555,0.484,0.357,0.537,0.604,4.65,7.87,0.00504,0.0491,1,"BRZ-Control","NRPB9B",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14145","AT4G16490","Proliferation Domain_Trichoblast",5.74,8.92,11,16.2,0.139,0.138,0.288,0.344,0.138,0.302,0.9,3.44,9.66,0.00188,0.0229,1,"BRZ-Control","AT4G16490",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14146","AT4G16610","Proliferation Domain_Trichoblast",10.3,18.3,22,22.2,0.204,0.287,0.461,0.453,0.237,0.459,0.722,4.23,9.23,0.00239,0.0275,1,"BRZ-Control","AT4G16610","AT4G16610","C2H2-like zinc finger protein","Up","Proliferation Domain_Trichoblast_Up"
"14147","AT4G16660","Proliferation Domain_Trichoblast",112,176,76.7,96.6,0.759,0.782,0.749,0.859,0.768,0.776,-0.704,6.83,21.2,4.18e-06,0.000129,1,"BRZ-Control","AT4G16660",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14148","AT4G16670","Proliferation Domain_Trichoblast",7.57,9.81,20.3,12.7,0.182,0.195,0.445,0.406,0.188,0.435,1,3.79,13.6,0.000229,0.00413,1,"BRZ-Control","AT4G16670",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14149","AT4G16770","Proliferation Domain_Trichoblast",0.688,1.78,5.64,10.8,0.0219,0.046,0.178,0.312,0.0312,0.212,2.77,2.4,31.6,1.89e-08,1.02e-06,0.0105,"BRZ-Control","AT4G16770",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14150","AT4G16780","Proliferation Domain_Trichoblast",11.5,21.8,43.3,70.5,0.277,0.218,0.581,0.594,0.254,0.584,1.8,5.23,79.6,4.87e-19,9.77e-17,2.71e-13,"BRZ-Control","HAT4","HB-2","homeobox protein 2","Up","Proliferation Domain_Trichoblast_Up"
"14151","AT4G17170","Proliferation Domain_Trichoblast",353,143,193,92.8,0.898,0.851,0.859,0.891,0.879,0.867,-0.759,7.63,28.8,7.94e-08,3.79e-06,0.0439,"BRZ-Control","RABB1C",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14152","AT4G17280","Proliferation Domain_Trichoblast",14.5,12.9,3.95,0.635,0.299,0.218,0.115,0.0312,0.268,0.0941,-2.39,3,49.8,1.75e-12,1.87e-10,9.71e-07,"BRZ-Control","AT4G17280",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14153","AT4G17340","Proliferation Domain_Trichoblast",93.2,138,11,44.2,0.27,0.92,0.162,0.828,0.522,0.329,-2.33,6.1,168,2.7e-38,2.74e-35,1.51e-32,"BRZ-Control","TIP2-2",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14154","AT4G17490","Proliferation Domain_Trichoblast",52.1,38.8,80.2,61.3,0.467,0.483,0.712,0.688,0.473,0.706,0.639,5.9,13.5,0.000244,0.00435,1,"BRZ-Control","ERF6","ERF6","ethylene responsive element binding factor 6","Up","Proliferation Domain_Trichoblast_Up"
"14155","AT4G17500","Proliferation Domain_Trichoblast",110,58.4,153,106,0.65,0.598,0.738,0.719,0.629,0.733,0.646,6.77,16.9,3.9e-05,0.00092,1,"BRZ-Control","ERF1A","ERF-1","ethylene responsive element binding factor 1","Up","Proliferation Domain_Trichoblast_Up"
"14156","AT4G17730","Proliferation Domain_Trichoblast",22.5,26.3,40.7,34.6,0.423,0.299,0.534,0.734,0.375,0.584,0.658,5,11,0.000906,0.0127,1,"BRZ-Control","SYP23",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14157","AT4G17900","Proliferation Domain_Trichoblast",46.8,15.2,14,8.89,0.438,0.31,0.33,0.297,0.388,0.322,-1.43,4.47,38.1,6.77e-10,4.67e-08,0.000375,"BRZ-Control","AT4G17900","AT4G17900","PLATZ transcription factor family protein","Down","Proliferation Domain_Trichoblast_Down"
"14158","AT4G17950","Proliferation Domain_Trichoblast",6.42,12.5,9.87,25.7,0.182,0.253,0.257,0.484,0.21,0.314,0.834,3.74,9.49,0.00207,0.0245,1,"BRZ-Control","AHL13",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14159","AT4G18070","Proliferation Domain_Trichoblast",115,72.7,58.2,33.7,0.759,0.655,0.571,0.578,0.719,0.573,-1.03,6.14,36.9,1.25e-09,8.45e-08,0.000691,"BRZ-Control","AT4G18070",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14160","AT4G18280","Proliferation Domain_Trichoblast",8.49,3.57,16.8,18.7,0.139,0.0575,0.152,0.125,0.107,0.145,1.44,3.72,25.7,3.94e-07,1.57e-05,0.218,"BRZ-Control","AT4G18280",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14161","AT4G18380","Proliferation Domain_Trichoblast",46.1,49,27.2,36.2,0.599,0.494,0.482,0.5,0.558,0.486,-0.615,5.29,11.2,0.000801,0.0114,1,"BRZ-Control","AT4G18380",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14162","AT4G18440","Proliferation Domain_Trichoblast",4.59,8.02,9.44,16.5,0.117,0.172,0.23,0.297,0.138,0.247,1.04,3.31,11.8,0.000593,0.00898,1,"BRZ-Control","AT4G18440",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14163","AT4G18700","Proliferation Domain_Trichoblast",18.8,20.5,9.73,15.6,0.409,0.299,0.262,0.391,0.366,0.294,-0.704,3.99,8.31,0.00395,0.0407,1,"BRZ-Control","CIPK12",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14164","AT4G18905","Proliferation Domain_Trichoblast",6.2,10.3,13.3,17.5,0.161,0.207,0.319,0.328,0.179,0.322,0.944,3.61,11.4,0.000724,0.0105,1,"BRZ-Control","AT4G18905",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14165","AT4G18930","Proliferation Domain_Trichoblast",100,44.6,44.8,23.8,0.745,0.586,0.597,0.547,0.683,0.584,-1.06,5.77,34.9,3.58e-09,2.25e-07,0.00198,"BRZ-Control","AT4G18930",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14166","AT4G19030","Proliferation Domain_Trichoblast",412,306,145,146,0.861,0.816,0.67,0.875,0.844,0.722,-1.3,7.98,91.9,1.02e-21,2.63e-19,5.71e-16,"BRZ-Control","NIP1-1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14167","AT4G19395","Proliferation Domain_Trichoblast",2.07,0.892,9.87,2.86,0.0657,0.0115,0.215,0.109,0.0446,0.188,2.12,2.44,20.1,7.53e-06,0.000214,1,"BRZ-Control","MIR168A",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14168","AT4G06880","Proliferation Domain_Trichoblast",2.07,1.34,4.79,5.08,0.0365,0.0345,0.12,0.172,0.0357,0.133,1.44,2.03,8.19,0.00423,0.0428,1,"BRZ-Control","AT4G06880",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14169","AT4G19420","Proliferation Domain_Trichoblast",5.51,8.92,2.82,2.86,0.131,0.161,0.0681,0.0938,0.143,0.0745,-1.24,2.31,9.4,0.00217,0.0254,1,"BRZ-Control","AT4G19420",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14170","AT4G19670","Proliferation Domain_Trichoblast",5.28,5.35,2.26,1.27,0.131,0.092,0.0785,0.0625,0.116,0.0745,-1.49,1.92,9.39,0.00219,0.0256,1,"BRZ-Control","AT4G19670",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14171","AT4G19700","Proliferation Domain_Trichoblast",24.3,13.8,46.2,32.1,0.401,0.218,0.602,0.469,0.33,0.569,1.03,4.96,25.1,5.38e-07,2.06e-05,0.297,"BRZ-Control","BOI",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14172","AT4G20020","Proliferation Domain_Trichoblast",8.95,10.3,12.5,21.6,0.182,0.23,0.246,0.453,0.201,0.298,0.747,3.77,7.92,0.0049,0.048,1,"BRZ-Control","MORF1",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14173","AT4G20260","Proliferation Domain_Trichoblast",103,111,29.7,34,0.693,0.908,0.377,0.75,0.777,0.471,-1.75,6.09,103,3.76e-24,1.19e-21,2.1e-18,"BRZ-Control","PCAP1",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14174","AT4G20460","Proliferation Domain_Trichoblast",15.1,8.92,3.38,1.91,0.292,0.184,0.089,0.0938,0.25,0.0902,-2.17,2.92,39.5,3.41e-10,2.52e-08,0.000189,"BRZ-Control","AT4G20460",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14175","AT4G20860","Proliferation Domain_Trichoblast",7.57,6.69,1.55,6.04,0.0803,0.149,0.0314,0.25,0.107,0.0863,-1.24,2.42,10.1,0.00152,0.0194,1,"BRZ-Control","FAD-OXR",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14176","AT4G21510","Proliferation Domain_Trichoblast",10.6,8.92,19.5,16.2,0.248,0.138,0.366,0.312,0.205,0.353,0.872,3.9,11.2,0.000833,0.0118,1,"BRZ-Control","SKIP27",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14177","AT4G21800","Proliferation Domain_Trichoblast",3.67,5.35,7.33,10.5,0.102,0.103,0.215,0.297,0.103,0.235,0.981,2.84,8.03,0.0046,0.0458,1,"BRZ-Control","QQT2",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14178","AT4G21840","Proliferation Domain_Trichoblast",52.3,20.5,30.9,8.89,0.438,0.322,0.314,0.25,0.393,0.298,-0.894,4.9,18.3,1.86e-05,0.000473,1,"BRZ-Control","MSRB8",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14179","AT4G21850","Proliferation Domain_Trichoblast",2150,1450,968,694,0.993,1,0.979,1,0.996,0.984,-1.11,10.4,121,3.67e-28,1.59e-25,2.05e-22,"BRZ-Control","MSRB9",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14180","AT4G21960","Proliferation Domain_Trichoblast",321,366,546,501,0.927,0.874,0.958,0.984,0.906,0.965,0.611,8.76,25.8,3.77e-07,1.52e-05,0.208,"BRZ-Control","PER42",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14181","AT4G22380","Proliferation Domain_Trichoblast",7.57,9.36,19.7,10.5,0.182,0.172,0.304,0.234,0.179,0.286,0.915,3.72,10.8,0.00102,0.014,1,"BRZ-Control","AT4G22380",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14182","AT4G22590","Proliferation Domain_Trichoblast",55.3,58,20.4,28.9,0.584,0.759,0.408,0.531,0.652,0.439,-1.24,5.31,44.6,2.45e-11,2.17e-09,1.36e-05,"BRZ-Control","TPPG",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14183","AT4G22666","Proliferation Domain_Trichoblast",69.5,60.6,7.61,18.1,0.387,0.701,0.141,0.547,0.509,0.243,-2.51,5.23,153,5.54e-35,4.16e-32,3.09e-29,"BRZ-Control","AT4G22666",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14184","AT4G23270","Proliferation Domain_Trichoblast",11.9,9.36,4.93,4.45,0.292,0.184,0.152,0.172,0.25,0.157,-1.2,2.98,14.1,0.000177,0.00333,1,"BRZ-Control","CRK19",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14185","AT4G23400","Proliferation Domain_Trichoblast",16.1,14.7,4.93,4.76,0.124,0.299,0.0628,0.203,0.192,0.098,-1.67,3.32,32,1.58e-08,8.65e-07,0.00874,"BRZ-Control","PIP1-5",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14186","AT4G23420","Proliferation Domain_Trichoblast",25.5,16.9,11.6,13,0.46,0.264,0.309,0.344,0.384,0.318,-0.838,4.09,12,0.000524,0.00813,1,"BRZ-Control","AT4G23420",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14187","AT4G23515","Proliferation Domain_Trichoblast",0.918,1.78,4.37,4.76,0.0292,0.0345,0.11,0.141,0.0312,0.118,1.85,1.86,10.8,0.00101,0.014,1,"BRZ-Control","AT4G23515",NA,NA,"Up","Proliferation Domain_Trichoblast_Up"
"14188","AT4G23700","Proliferation Domain_Trichoblast",4.13,4.46,0.705,0.635,0.109,0.103,0.0262,0.0312,0.107,0.0275,-2.59,1.38,14.6,0.000133,0.00262,1,"BRZ-Control","CHX17",NA,NA,"Down","Proliferation Domain_Trichoblast_Down"
"14189","AT4G23750","Proliferation Domain_Trichoblast",36.9,39.7,71.9,68.9,0.496,0.333,0.707,0.703,0.433,0.706,0.887,5.8,25.1,5.36e-07,2.06e-05,0.296,"BRZ-Control","CRF2","CRF2","cytokinin response factor 2","Up","Proliferation Domain_Trichoblast_Up"
